1_IO-APIC_1-edge_i8042_CPU0;LOC_Local_timer_interrupts_CPU1;RES_Rescheduling_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;IWI_IRQ_work_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;MCE_Machine_check_exceptions_CPU2;RTR_APIC_ICR_read_retries_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;TLB_TLB_shootdowns_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;CAL_Function_call_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;THR_Threshold_APIC_interrupts_CPU1;timestamp_us;NPI_Nested_posted-interrupt_event_CPU0;NPI_Nested_posted-interrupt_event_CPU1;RES_Rescheduling_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU1;6_IO-APIC_6-edge_floppy_CPU1;1_IO-APIC_1-edge_i8042_CPU1;TRM_Thermal_event_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU0;PIN_Posted-interrupt_notification_event_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;TLB_TLB_shootdowns_CPU1;12_IO-APIC_12-edge_i8042_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;TRM_Thermal_event_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;6_IO-APIC_6-edge_floppy_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;MCP_Machine_check_polls_CPU1;NMI_Non-maskable_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;PMI_Performance_monitoring_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;LOC_Local_timer_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;MCP_Machine_check_polls_CPU0;RTR_APIC_ICR_read_retries_CPU1;THR_Threshold_APIC_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;CAL_Function_call_interrupts_CPU0;ERR_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;MIS_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;1_IO-APIC_1-edge_i8042_CPU2;NMI_Non-maskable_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU1;TLB_TLB_shootdowns_CPU2;LOC_Local_timer_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;CAL_Function_call_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;SPU_Spurious_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;MCP_Machine_check_polls_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;SPU_Spurious_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;12_IO-APIC_12-edge_i8042_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;THR_Threshold_APIC_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;MCE_Machine_check_exceptions_CPU0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;22021857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;270577;0;0;1;0;0;0;0;0;0;0;0;0;36942;0;0;0;0;3;28;0;0;0;0;272787;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;23022874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;270827;0;0;1;0;0;0;0;0;0;0;0;0;36942;0;0;0;0;3;28;0;0;0;0;273038;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;24023830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;271077;0;0;1;0;0;0;0;0;0;0;0;0;36942;0;0;0;0;3;28;0;0;0;0;273289;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;25024840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;271327;0;0;1;0;0;0;0;0;0;0;0;0;36942;0;0;0;0;3;28;0;0;0;0;273540;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;26025855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;271578;0;0;1;0;0;0;0;0;0;0;0;0;36942;0;0;0;0;3;28;0;0;0;0;273791;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;27026876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;271828;0;0;1;0;0;0;0;0;0;0;0;0;36944;0;0;0;0;3;28;0;0;0;0;274042;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;28027840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;272078;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;274294;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;29028849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;272328;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;274545;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;30029860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;272579;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;274796;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;31030871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;272829;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;275047;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;32031831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;273079;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;275298;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;33032842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;273329;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;275549;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;34033854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;273580;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;275800;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;35034869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;273830;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;276051;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;36035829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;274080;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;276302;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;37036842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;274330;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;276553;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;38037858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;274581;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;276804;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;39038870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;274831;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;277055;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;40039828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;275081;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;277306;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;41040843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;275331;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;277557;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;42041855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;275582;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;277808;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;43042869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;275832;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;278059;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;44043830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;276082;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;278310;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;45044843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;276332;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;278561;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;46045856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;276583;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;278813;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;47046870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;276833;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;279064;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;48047828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;277083;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;279315;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;49048841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;277333;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;279566;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;50049861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;277584;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;279817;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;51050873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;277834;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;280068;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;52051827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;278084;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;280319;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;53052845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;278334;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;280570;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;54053855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;278585;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;280821;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;55054868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;278835;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;281072;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;56055831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;279085;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;281324;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;57056844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;279335;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;281576;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;58057858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;279586;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;281827;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;59058873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;279836;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;282078;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;60059827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;280086;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;282329;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;61060839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;280336;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;282580;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;62061855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;280587;0;0;1;0;0;0;0;0;0;0;0;0;36947;0;0;0;0;3;28;0;0;0;0;282831;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;63062871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;280837;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;28;0;0;0;0;283082;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;64063829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;281087;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;28;0;0;0;0;283333;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;65064845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;281337;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;28;0;0;0;0;283584;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;66065865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;281588;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;28;0;0;0;0;283835;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;67066873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;281838;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;28;0;0;0;0;284086;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;68067831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30;0;0;1;282088;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;28;0;0;0;0;284337;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;69068852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;31;0;0;1;282338;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;29;0;0;0;0;284588;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;70069865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;31;0;0;1;282589;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;29;0;0;0;0;284839;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;71070882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32;0;0;1;282839;0;0;1;0;0;0;0;0;0;0;0;0;36949;0;0;0;0;3;30;0;0;0;0;285090;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
9;126160;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;2;0;72071835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32;0;0;1;283089;0;0;1;0;0;0;0;0;0;0;0;0;36951;0;0;0;0;3;30;0;0;0;0;285341;0;0;0;0;10529;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;15;0;0;0;0;0;0;0;0;0;0
