33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;IWI_IRQ_work_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;timestamp_us;RTR_APIC_ICR_read_retries_CPU1;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;ERR_CPU0;NMI_Non-maskable_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;MCP_Machine_check_polls_CPU0;TLB_TLB_shootdowns_CPU0;RTR_APIC_ICR_read_retries_CPU0;THR_Threshold_APIC_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;MCP_Machine_check_polls_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;1_IO-APIC_1-edge_i8042_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;RES_Rescheduling_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;LOC_Local_timer_interrupts_CPU0;MCE_Machine_check_exceptions_CPU1;12_IO-APIC_12-edge_i8042_CPU1;CAL_Function_call_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;PIN_Posted-interrupt_notification_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;NPI_Nested_posted-interrupt_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;RTR_APIC_ICR_read_retries_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;NPI_Nested_posted-interrupt_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;TRM_Thermal_event_interrupts_CPU0;CAL_Function_call_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;RES_Rescheduling_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;6_IO-APIC_6-edge_floppy_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;1_IO-APIC_1-edge_i8042_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;LOC_Local_timer_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;1_IO-APIC_1-edge_i8042_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;TRM_Thermal_event_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;IWI_IRQ_work_interrupts_CPU2;MIS_CPU0;MCE_Machine_check_exceptions_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MCP_Machine_check_polls_CPU1;6_IO-APIC_6-edge_floppy_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;THR_Threshold_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;THR_Threshold_APIC_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;RES_Rescheduling_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;CAL_Function_call_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU2;TLB_TLB_shootdowns_CPU2;TRM_Thermal_event_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;PIN_Posted-interrupt_notification_event_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;SPU_Spurious_interrupts_CPU0
0;0;0;0;0;0;0;39038917;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;234604;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;232534;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;40039878;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;234855;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;232784;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;41040890;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;235106;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;233034;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;42041905;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;235357;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;233285;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;43042915;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;235608;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;233535;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;44043876;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;235859;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;233785;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;45044894;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;236110;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;234035;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;46045912;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;236364;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;234286;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;47046924;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;236615;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;234536;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;48047879;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;236866;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;234786;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;49048890;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;237117;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;235036;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;50049904;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;237368;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;235287;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;51050921;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;237619;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;235537;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;52051881;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;237870;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;235787;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;53052891;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;238121;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;236037;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;54053907;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;238372;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;236288;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;55054919;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;238623;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;236538;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;56055875;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;238874;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;236788;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;57056893;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;239125;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;237038;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;58057904;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;239376;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;237289;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;59058915;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;239627;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;237539;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;60059879;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;239878;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;237789;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;61060892;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;240129;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;238039;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;62061904;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;240380;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;238290;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;63062921;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;240631;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;238540;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;64063877;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;240882;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;238790;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;65064891;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;241133;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;239040;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;66065906;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;241384;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;239291;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36786;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;67066918;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;241635;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;239541;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36787;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;68067877;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;241886;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;239791;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36787;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;69068893;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;242137;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;240041;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36787;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;70069911;0;0;0;19;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;242388;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;19;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;240292;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36787;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;71070926;0;0;0;20;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;242639;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;20;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;240542;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36787;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;72071882;0;0;0;20;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;242890;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;20;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;240792;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36787;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;73072900;0;0;0;20;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;243141;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;20;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;241042;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36790;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
