33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;IWI_IRQ_work_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;timestamp_us;RTR_APIC_ICR_read_retries_CPU1;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;ERR_CPU0;NMI_Non-maskable_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;MCP_Machine_check_polls_CPU0;TLB_TLB_shootdowns_CPU0;RTR_APIC_ICR_read_retries_CPU0;THR_Threshold_APIC_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;MCP_Machine_check_polls_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;1_IO-APIC_1-edge_i8042_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;RES_Rescheduling_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;LOC_Local_timer_interrupts_CPU0;MCE_Machine_check_exceptions_CPU1;12_IO-APIC_12-edge_i8042_CPU1;CAL_Function_call_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;PIN_Posted-interrupt_notification_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;NPI_Nested_posted-interrupt_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;RTR_APIC_ICR_read_retries_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;NPI_Nested_posted-interrupt_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;TRM_Thermal_event_interrupts_CPU0;CAL_Function_call_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;RES_Rescheduling_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;6_IO-APIC_6-edge_floppy_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;1_IO-APIC_1-edge_i8042_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;LOC_Local_timer_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;1_IO-APIC_1-edge_i8042_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;TRM_Thermal_event_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;IWI_IRQ_work_interrupts_CPU2;MIS_CPU0;MCE_Machine_check_exceptions_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MCP_Machine_check_polls_CPU1;6_IO-APIC_6-edge_floppy_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;THR_Threshold_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;THR_Threshold_APIC_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;RES_Rescheduling_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;CAL_Function_call_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU2;TLB_TLB_shootdowns_CPU2;TRM_Thermal_event_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;PIN_Posted-interrupt_notification_event_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;SPU_Spurious_interrupts_CPU0
0;0;0;0;0;0;0;11010918;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;227572;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;225527;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36773;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;12011881;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;227823;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;225777;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36773;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;13012892;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;228074;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;226027;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36773;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;14013903;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;228325;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;226278;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36773;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;15014926;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;228578;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;226528;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36774;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;16015879;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;228829;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;226778;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36774;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;17016894;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;229080;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;227028;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36774;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;18017914;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;229331;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;227279;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36776;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;19018943;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;229583;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;227529;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36776;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;20019886;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;229834;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;227779;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36779;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;21020897;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;230085;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;228029;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36779;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;22021908;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;230336;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;228280;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36779;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;23022918;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;230587;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;228530;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36779;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;24023881;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;230838;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;228780;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36779;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;25024894;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;231089;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;229030;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36779;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;26025903;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;231340;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;229281;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36779;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;27026927;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;231591;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;229531;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36781;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;28027887;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;231843;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;229781;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;29028894;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;232094;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;230031;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;30029924;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;232345;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;230282;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;31030928;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;232596;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;230532;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;32031878;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;232847;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;230782;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;33032892;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;233098;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;231032;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;34033902;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;233349;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;231283;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;35034912;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;233600;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;231533;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;36035880;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;233851;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;231783;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;37036891;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;234102;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;232033;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;38037902;0;0;0;18;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;0;0;0;0;0;0;234353;0;0;10528;0;0;0;0;0;0;0;0;0;1;0;10529;18;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;9;0;232284;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;36784;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
