32_PCI-MSI_32768-edge_virtio0-config_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;6_IO-APIC_6-edge_floppy_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;1_IO-APIC_1-edge_i8042_CPU0;PIN_Posted-interrupt_notification_event_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;RES_Rescheduling_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;CAL_Function_call_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;NPI_Nested_posted-interrupt_event_CPU1;12_IO-APIC_12-edge_i8042_CPU2;MIS_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;12_IO-APIC_12-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;TRM_Thermal_event_interrupts_CPU2;SPU_Spurious_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;CAL_Function_call_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;NMI_Non-maskable_interrupts_CPU1;timestamp_us;10_IO-APIC_10-fasteoi_virtio2_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;6_IO-APIC_6-edge_floppy_CPU2;NPI_Nested_posted-interrupt_event_CPU2;IWI_IRQ_work_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;THR_Threshold_APIC_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;MCP_Machine_check_polls_CPU1;SPU_Spurious_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;ERR_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;PIN_Posted-interrupt_notification_event_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;TLB_TLB_shootdowns_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;THR_Threshold_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;MCP_Machine_check_polls_CPU2;MCE_Machine_check_exceptions_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;RES_Rescheduling_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;MCE_Machine_check_exceptions_CPU1;LOC_Local_timer_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;CAL_Function_call_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU1;6_IO-APIC_6-edge_floppy_CPU0;IWI_IRQ_work_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;TLB_TLB_shootdowns_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;PMI_Performance_monitoring_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;PIN_Posted-interrupt_notification_event_CPU1;RES_Rescheduling_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU2;MCP_Machine_check_polls_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;TRM_Thermal_event_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;315729;0;0;10529;0;0;0;22022602;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37049;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;313367;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;315980;0;0;10529;0;0;0;23023538;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37049;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;313617;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;316231;0;0;10529;0;0;0;24024549;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37049;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;313867;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;316482;0;0;10529;0;0;0;25025560;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37049;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;314118;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;316733;0;0;10529;0;0;0;26026576;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37049;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;314368;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;316984;0;0;10529;0;0;0;27027543;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37051;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;314618;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;317236;0;0;10529;0;0;0;28028558;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37054;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;314868;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;317487;0;0;10529;0;0;0;29029571;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;315119;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;317738;0;0;10529;0;0;0;30030582;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;315369;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;317989;0;0;10529;0;0;0;31031532;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;315619;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;318240;0;0;10529;0;0;0;32032547;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;315869;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;318491;0;0;10529;0;0;0;33033558;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;316120;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;318742;0;0;10529;0;0;0;34034569;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;316370;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;318993;0;0;10529;0;0;0;35035533;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;316620;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;319244;0;0;10529;0;0;0;36036547;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;316870;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;319495;0;0;10529;0;0;0;37037558;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;317121;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;319746;0;0;10529;0;0;0;38038575;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;317371;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;319997;0;0;10529;0;0;0;39039533;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;317621;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;320248;0;0;10529;0;0;0;40040543;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;317871;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;320499;0;0;10529;0;0;0;41041558;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37055;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;318122;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;320750;0;0;10529;0;0;0;42042571;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;318372;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;321001;0;0;10529;0;0;0;43043533;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;318622;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;321252;0;0;10529;0;0;0;44044548;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;318872;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;321503;0;0;10529;0;0;0;45045561;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;319123;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;321754;0;0;10529;0;0;0;46046572;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;319373;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;322005;0;0;10529;0;0;0;47047536;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;319623;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;322256;0;0;10529;0;0;0;48048547;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;319873;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;322507;0;0;10529;0;0;0;49049557;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;320124;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;322758;0;0;10529;0;0;0;50050575;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;320374;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;323009;0;0;10529;0;0;0;51051535;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;320624;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;323260;0;0;10529;0;0;0;52052545;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;320874;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;323511;0;0;10529;0;0;0;53053560;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;321125;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;323762;0;0;10529;0;0;0;54054572;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;321375;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;324013;0;0;10529;0;0;0;55055532;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;321625;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;324264;0;0;10529;0;0;0;56056546;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;321875;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;324515;0;0;10529;0;0;0;57057558;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;322126;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;324766;0;0;10529;0;0;0;58058569;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;322376;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;325017;0;0;10529;0;0;0;59059535;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;322626;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;325268;0;0;10529;0;0;0;60060546;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;322876;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;325519;0;0;10529;0;0;0;61061559;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;323127;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;325770;0;0;10529;0;0;0;62062574;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;323377;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;326021;0;0;10529;0;0;0;63063534;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;323627;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;326272;0;0;10529;0;0;0;64064544;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;323877;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;326524;0;0;10529;0;0;0;65065563;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;324128;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;326776;0;0;10529;0;0;0;66066572;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;324378;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;327027;0;0;10529;0;0;0;67067532;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;324628;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;42;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;327278;0;0;10529;0;0;0;68068549;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;324878;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;38
0;0;0;43;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;327529;0;0;10529;0;0;0;69069568;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;325129;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;39
0;0;0;43;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;327780;0;0;10529;0;0;0;70070584;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;325379;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;40
0;0;0;44;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;328031;0;0;10529;0;0;0;71071540;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37100;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;325629;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;40
0;0;0;44;9;0;0;0;0;0;0;0;126160;10528;0;3;0;0;0;0;0;0;0;0;0;0;0;0;328282;0;0;10529;0;0;0;72072555;0;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37104;0;0;0;0;1;1;0;0;0;0;11;15;0;0;0;325879;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;40
