THR_Threshold_APIC_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;IWI_IRQ_work_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;MCP_Machine_check_polls_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;LOC_Local_timer_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;PIN_Posted-interrupt_notification_event_CPU1;NMI_Non-maskable_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU1;RES_Rescheduling_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;IWI_IRQ_work_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;MCE_Machine_check_exceptions_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU0;timestamp_us;24_PCI-MSI_49152-edge_igb_uio_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;SPU_Spurious_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;MCE_Machine_check_exceptions_CPU1;LOC_Local_timer_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;RES_Rescheduling_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU1;TLB_TLB_shootdowns_CPU0;TLB_TLB_shootdowns_CPU1;12_IO-APIC_12-edge_i8042_CPU2;RTR_APIC_ICR_read_retries_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;PMI_Performance_monitoring_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU2;NPI_Nested_posted-interrupt_event_CPU0;TRM_Thermal_event_interrupts_CPU1;SPU_Spurious_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;CAL_Function_call_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;ERR_CPU0;RTR_APIC_ICR_read_retries_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;RTR_APIC_ICR_read_retries_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;CAL_Function_call_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;RES_Rescheduling_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;1_IO-APIC_1-edge_i8042_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;PIN_Posted-interrupt_notification_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;MIS_CPU0;CAL_Function_call_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;MCE_Machine_check_exceptions_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;1_IO-APIC_1-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;MCP_Machine_check_polls_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;TLB_TLB_shootdowns_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;TRM_Thermal_event_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;6_IO-APIC_6-edge_floppy_CPU1;MCP_Machine_check_polls_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;1_IO-APIC_1-edge_i8042_CPU1;LOC_Local_timer_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU1
0;0;3;3;0;1;0;0;0;1;0;0;0;867743;0;0;0;0;0;0;0;0;0;0;0;2;39039773;186;0;0;0;0;0;0;0;0;0;863467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;867994;0;0;0;0;0;0;0;0;0;0;0;2;40040785;186;0;0;0;0;0;0;0;0;0;863717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;868247;0;0;0;0;0;0;0;0;0;0;0;2;41041799;186;0;0;0;0;0;0;0;0;0;863968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;868498;0;0;0;0;0;0;0;0;0;0;0;2;42042815;186;0;0;0;0;0;0;0;0;0;864218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;868749;0;0;0;0;0;0;0;0;0;0;0;2;43043772;186;0;0;0;0;0;0;0;0;0;864468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;869000;0;0;0;0;0;0;0;0;0;0;0;2;44044785;186;0;0;0;0;0;0;0;0;0;864718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;869251;0;0;0;0;0;0;0;0;0;0;0;2;45045803;186;0;0;0;0;0;0;0;0;0;864969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;869502;0;0;0;0;0;0;0;0;0;0;0;2;46046814;186;0;0;0;0;0;0;0;0;0;865219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38761;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;869753;0;0;0;0;0;0;0;0;0;0;0;2;47047775;186;0;0;0;0;0;0;0;0;0;865469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;870004;0;0;0;0;0;0;0;0;0;0;0;2;48048788;186;0;0;0;0;0;0;0;0;0;865719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;870255;0;0;0;0;0;0;0;0;0;0;0;2;49049801;186;0;0;0;0;0;0;0;0;0;865970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;870506;0;0;0;0;0;0;0;0;0;0;0;2;50050817;186;0;0;0;0;0;0;0;0;0;866220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;870757;0;0;0;0;0;0;0;0;0;0;0;2;51051777;186;0;0;0;0;0;0;0;0;0;866470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;871008;0;0;0;0;0;0;0;0;0;0;0;2;52052787;186;0;0;0;0;0;0;0;0;0;866720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;871259;0;0;0;0;0;0;0;0;0;0;0;2;53053797;186;0;0;0;0;0;0;0;0;0;866971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;871510;0;0;0;0;0;0;0;0;0;0;0;2;54054812;186;0;0;0;0;0;0;0;0;0;867221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;871761;0;0;0;0;0;0;0;0;0;0;0;2;55055772;186;0;0;0;0;0;0;0;0;0;867471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;872012;0;0;0;0;0;0;0;0;0;0;0;2;56056784;186;0;0;0;0;0;0;0;0;0;867721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;872263;0;0;0;0;0;0;0;0;0;0;0;2;57057799;186;0;0;0;0;0;0;0;0;0;867972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;872514;0;0;0;0;0;0;0;0;0;0;0;2;58058813;186;0;0;0;0;0;0;0;0;0;868222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;872765;0;0;0;0;0;0;0;0;0;0;0;2;59059772;186;0;0;0;0;0;0;0;0;0;868472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;873016;0;0;0;0;0;0;0;0;0;0;0;2;60060787;186;0;0;0;0;0;0;0;0;0;868722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;873267;0;0;0;0;0;0;0;0;0;0;0;2;61061798;186;0;0;0;0;0;0;0;0;0;868973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;873518;0;0;0;0;0;0;0;0;0;0;0;2;62062811;186;0;0;0;0;0;0;0;0;0;869223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;873769;0;0;0;0;0;0;0;0;0;0;0;2;63063774;186;0;0;0;0;0;0;0;0;0;869473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;874020;0;0;0;0;0;0;0;0;0;0;0;2;64064783;186;0;0;0;0;0;0;0;0;0;869723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;874271;0;0;0;0;0;0;0;0;0;0;0;2;65065796;186;0;0;0;0;0;0;0;0;0;869974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;874522;0;0;0;0;0;0;0;0;0;0;0;2;66066813;186;0;0;0;0;0;0;0;0;0;870224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;874773;0;0;0;0;0;0;0;0;0;0;0;2;67067772;186;0;0;0;0;0;0;0;0;0;870474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;875024;0;0;0;0;0;0;0;0;0;0;0;2;68068782;186;0;0;0;0;0;0;0;0;0;870724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;875275;0;0;0;0;0;0;0;0;0;0;0;2;69069805;187;0;0;0;0;0;0;0;0;0;870975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;875526;0;0;0;0;0;0;0;0;0;0;0;2;70070820;187;0;0;0;0;0;0;0;0;0;871225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;875777;0;0;0;0;0;0;0;0;0;0;0;2;71071779;188;0;0;0;0;0;0;0;0;0;871475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38763;0;1;0;0;0;126160;0;0;7
0;0;3;3;0;1;0;0;0;1;0;0;0;876028;0;0;0;0;0;0;0;0;0;0;0;2;72072796;188;0;0;0;0;0;0;0;0;0;871725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;10529;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10528;0;0;0;0;9;0;0;1;0;0;0;0;0;0;38765;0;1;0;0;0;126160;0;0;7
