32_PCI-MSI_32768-edge_virtio0-config_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;6_IO-APIC_6-edge_floppy_CPU2;IWI_IRQ_work_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;LOC_Local_timer_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;timestamp_us;NPI_Nested_posted-interrupt_event_CPU0;MCE_Machine_check_exceptions_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;PIN_Posted-interrupt_notification_event_CPU1;THR_Threshold_APIC_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;6_IO-APIC_6-edge_floppy_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;LOC_Local_timer_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;RES_Rescheduling_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;PMI_Performance_monitoring_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MCP_Machine_check_polls_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;IWI_IRQ_work_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;MIS_CPU0;6_IO-APIC_6-edge_floppy_CPU1;RTR_APIC_ICR_read_retries_CPU2;TLB_TLB_shootdowns_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;SPU_Spurious_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;RTR_APIC_ICR_read_retries_CPU1;CAL_Function_call_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;MCP_Machine_check_polls_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;12_IO-APIC_12-edge_i8042_CPU2;CAL_Function_call_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;ERR_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;PIN_Posted-interrupt_notification_event_CPU0;12_IO-APIC_12-edge_i8042_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;MCE_Machine_check_exceptions_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;CAL_Function_call_interrupts_CPU1;TLB_TLB_shootdowns_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;MCP_Machine_check_polls_CPU1;TLB_TLB_shootdowns_CPU0;TRM_Thermal_event_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;RTR_APIC_ICR_read_retries_CPU0;THR_Threshold_APIC_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU1;SPU_Spurious_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;LOC_Local_timer_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;RES_Rescheduling_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;PMI_Performance_monitoring_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;1_IO-APIC_1-edge_i8042_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;NPI_Nested_posted-interrupt_event_CPU1;SPU_Spurious_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2
0;0;0;7;0;207586;0;0;22022304;0;0;0;0;36728;0;0;0;0;0;2;12;209566;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;207836;0;0;23023236;0;0;0;0;36728;0;0;0;0;0;2;12;209817;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;208086;0;0;24024248;0;0;0;0;36728;0;0;0;0;0;2;12;210068;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;208337;0;0;25025259;0;0;0;0;36728;0;0;0;0;0;2;12;210319;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;208587;0;0;26026278;0;0;0;0;36728;0;0;0;0;0;2;12;210570;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;208837;0;0;27027242;0;0;0;0;36730;0;0;0;0;0;2;12;210821;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;209087;0;0;28028260;0;0;0;0;36733;0;0;0;0;0;2;12;211073;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;209338;0;0;29029270;0;0;0;0;36733;0;0;0;0;0;2;12;211324;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;209588;0;0;30030280;0;0;0;0;36733;0;0;0;0;0;2;12;211575;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;209838;0;0;31031233;0;0;0;0;36733;0;0;0;0;0;2;12;211826;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;210088;0;0;32032248;0;0;0;0;36733;0;0;0;0;0;2;12;212077;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;210339;0;0;33033261;0;0;0;0;36733;0;0;0;0;0;2;12;212328;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;210589;0;0;34034273;0;0;0;0;36733;0;0;0;0;0;2;12;212579;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;210839;0;0;35035235;0;0;0;0;36733;0;0;0;0;0;2;12;212830;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;211089;0;0;36036246;0;0;0;0;36733;0;0;0;0;0;2;12;213081;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;211340;0;0;37037257;0;0;0;0;36733;0;0;0;0;0;2;12;213332;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;211590;0;0;38038272;0;0;0;0;36733;0;0;0;0;0;2;12;213583;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;211840;0;0;39039233;0;0;0;0;36733;0;0;0;0;0;2;12;213834;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;212090;0;0;40040245;0;0;0;0;36733;0;0;0;0;0;2;12;214085;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;212341;0;0;41041262;0;0;0;0;36733;0;0;0;0;0;2;12;214336;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;212591;0;0;42042272;0;0;0;0;36733;0;0;0;0;0;2;12;214587;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;212841;0;0;43043231;0;0;0;0;36733;0;0;0;0;0;2;12;214838;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;213091;0;0;44044249;0;0;0;0;36733;0;0;0;0;0;2;12;215089;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;213342;0;0;45045260;0;0;0;0;36733;0;0;0;0;0;2;12;215340;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;213592;0;0;46046271;0;0;0;0;36733;0;0;0;0;0;2;12;215591;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;213842;0;0;47047235;0;0;0;0;36733;0;0;0;0;0;2;12;215842;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;214092;0;0;48048248;0;0;0;0;36733;0;0;0;0;0;2;12;216094;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;214343;0;0;49049261;0;0;0;0;36733;0;0;0;0;0;2;12;216345;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;214593;0;0;50050277;0;0;0;0;36733;0;0;0;0;0;2;12;216596;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;214843;0;0;51051235;0;0;0;0;36733;0;0;0;0;0;2;12;216847;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;215093;0;0;52052245;0;0;0;0;36733;0;0;0;0;0;2;12;217098;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;215344;0;0;53053259;0;0;0;0;36733;0;0;0;0;0;2;12;217349;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;215594;0;0;54054271;0;0;0;0;36733;0;0;0;0;0;2;12;217600;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;215844;0;0;55055232;0;0;0;0;36733;0;0;0;0;0;2;12;217851;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;216094;0;0;56056248;0;0;0;0;36733;0;0;0;0;0;2;12;218102;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;216345;0;0;57057259;0;0;0;0;36733;0;0;0;0;0;2;12;218353;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;216595;0;0;58058272;0;0;0;0;36733;0;0;0;0;0;2;12;218605;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;216845;0;0;59059236;0;0;0;0;36733;0;0;0;0;0;2;12;218856;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;217095;0;0;60060247;0;0;0;0;36733;0;0;0;0;0;2;12;219107;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;217346;0;0;61061260;0;0;0;0;36733;0;0;0;0;0;2;12;219358;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;217596;0;0;62062277;0;0;0;0;36733;0;0;0;0;0;2;12;219609;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;217846;0;0;63063231;0;0;0;0;36733;0;0;0;0;0;2;12;219860;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;218096;0;0;64064243;0;0;0;0;36733;0;0;0;0;0;2;12;220111;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;218347;0;0;65065258;0;0;0;0;36733;0;0;0;0;0;2;12;220362;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;218597;0;0;66066270;0;0;0;0;36733;0;0;0;0;0;2;12;220613;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;218847;0;0;67067230;0;0;0;0;36733;0;0;0;0;0;2;12;220864;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;219097;0;0;68068247;0;0;0;0;36733;0;0;0;0;0;2;12;221116;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;219348;0;0;69069267;0;0;0;0;36733;0;0;0;0;0;2;13;221368;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;219598;0;0;70070280;0;0;0;0;36733;0;0;0;0;0;2;13;221619;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;219848;0;0;71071240;0;0;0;0;36733;0;0;0;0;0;2;14;221870;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;0;220098;0;0;72072258;0;0;0;0;36735;0;0;0;0;0;2;14;222121;15;0;0;0;0;11;9;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10528;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10529;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;126160;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
