RTR_APIC_ICR_read_retries_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;MCE_Machine_check_exceptions_CPU0;12_IO-APIC_12-edge_i8042_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;12_IO-APIC_12-edge_i8042_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;PIN_Posted-interrupt_notification_event_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;THR_Threshold_APIC_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;PMI_Performance_monitoring_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;THR_Threshold_APIC_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;TLB_TLB_shootdowns_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;ERR_CPU0;RES_Rescheduling_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU0;CAL_Function_call_interrupts_CPU0;timestamp_us;HRE_Hyper-V_reenlightenment_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;TRM_Thermal_event_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;12_IO-APIC_12-edge_i8042_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;SPU_Spurious_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;RTR_APIC_ICR_read_retries_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MCP_Machine_check_polls_CPU0;MIS_CPU0;NMI_Non-maskable_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;1_IO-APIC_1-edge_i8042_CPU2;SPU_Spurious_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;RES_Rescheduling_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;6_IO-APIC_6-edge_floppy_CPU1;PMI_Performance_monitoring_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;MCP_Machine_check_polls_CPU2;RES_Rescheduling_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;NPI_Nested_posted-interrupt_event_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;NMI_Non-maskable_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;NPI_Nested_posted-interrupt_event_CPU2;MCP_Machine_check_polls_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;TLB_TLB_shootdowns_CPU2;LOC_Local_timer_interrupts_CPU2;SPU_Spurious_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;CAL_Function_call_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;MCE_Machine_check_exceptions_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;MCE_Machine_check_exceptions_CPU1;LOC_Local_timer_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;39023953;0;0;0;0;0;0;0;0;0;0;41381;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;810686;0;0;14043;8888;0;0;0;308726;0;0;0;2714404;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;40024559;0;0;0;0;0;0;0;0;0;0;41381;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;810936;0;0;14043;8888;0;0;0;308726;0;0;0;2715583;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;41025163;0;0;0;0;0;0;0;0;0;0;41381;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;811186;0;0;14043;8888;0;0;0;308726;0;0;0;2716763;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;42025764;0;0;0;0;0;0;0;0;0;0;41381;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;811436;0;0;14043;8888;0;0;0;308726;0;0;0;2717942;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;43026371;0;0;0;0;0;0;0;0;0;0;41381;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;811686;0;0;14043;8888;0;0;0;308726;0;0;0;2719122;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;44026973;0;0;0;0;0;0;0;0;0;0;41381;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;811936;0;0;14043;8888;0;0;0;308726;0;0;0;2720301;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;45027574;0;0;0;0;0;0;0;0;0;0;41381;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;812187;0;0;14043;8888;0;0;0;308726;0;0;0;2721480;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;46028188;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;812437;0;0;14043;8888;0;0;0;308726;0;0;0;2722659;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;47028781;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;812687;0;0;14043;8888;0;0;0;308726;0;0;0;2723838;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;48029384;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;812937;0;0;14043;8888;0;0;0;308726;0;0;0;2725017;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;49030217;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;813187;0;0;14043;8888;0;0;0;308726;0;0;0;2726198;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;50030596;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;813437;0;0;14043;8888;0;0;0;308726;0;0;0;2727377;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;51031199;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;813687;0;0;14043;8888;0;0;0;308726;0;0;0;2728556;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;52031806;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;813938;0;0;14043;8888;0;0;0;308726;0;0;0;2729735;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;53032558;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;814188;0;0;14043;8888;0;0;0;308726;0;0;0;2730918;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;54033160;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;814438;0;0;14043;8888;0;0;0;308726;0;0;0;2732098;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;55033768;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;814688;0;0;14043;8888;0;0;0;308726;0;0;0;2733277;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;56034369;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;814938;0;0;14043;8888;0;0;0;308726;0;0;0;2734457;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;57034973;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;815188;0;0;14043;8888;0;0;0;308726;0;0;0;2735636;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;58035578;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;815439;0;0;14043;8888;0;0;0;308726;0;0;0;2736815;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;59036179;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;815689;0;0;14043;8888;0;0;0;308726;0;0;0;2737994;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;60036785;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;815939;0;0;14043;8888;0;0;0;308726;0;0;0;2739173;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;61037390;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;816189;0;0;14043;8888;0;0;0;308726;0;0;0;2740352;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;62038216;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;816439;0;0;14043;8888;0;0;0;308726;0;0;0;2741533;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;63038595;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;816689;0;0;14043;8888;0;0;0;308726;0;0;0;2742712;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;64039202;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;816939;0;0;14043;8888;0;0;0;308726;0;0;0;2743891;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;65039802;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;817190;0;0;14043;8888;0;0;0;308726;0;0;0;2745070;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;66040404;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;817440;0;0;14043;8888;0;0;0;308726;0;0;0;2746249;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;67041014;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;817690;0;0;14043;8888;0;0;0;308726;0;0;0;2747428;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;68041614;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;817940;0;0;14043;8888;0;0;0;308726;0;0;0;2748607;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;69042215;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;818190;0;0;14043;8888;0;0;0;308726;0;0;0;2749787;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;70042824;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;818440;0;0;14043;8888;0;0;0;308726;0;0;0;2750967;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;71043428;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;818690;0;0;14043;8888;0;0;0;308726;0;0;0;2752146;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;72044027;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;818941;0;0;14043;8888;0;0;0;308726;0;0;0;2753325;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;4;0;0;73044636;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;138;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;819191;0;0;14043;8888;0;0;0;308726;0;0;0;2754504;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;4;0;0;74045245;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;139;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;819441;0;0;14043;8888;0;0;0;308726;0;0;0;2755683;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;4;0;0;75046223;0;0;0;0;0;0;0;0;0;0;41383;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;140;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;819691;0;0;14043;8888;0;0;0;308726;0;0;0;2756863;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;4;0;0;76046449;0;0;0;0;0;0;0;0;0;0;41384;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;140;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;819941;0;0;14043;8888;0;0;0;308726;0;0;0;2758042;0;0
0;0;0;15;0;0;0;1;0;0;9;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;4;0;0;77046760;0;0;0;0;0;0;0;0;0;0;41387;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;10808;2;0;0;0;140;0;5;0;0;0;0;0;0;0;0;1;3186;47;0;0;0;0;0;0;1;0;0;0;0;0;820191;0;0;14043;8888;0;0;0;308726;0;0;0;2759211;0;0
