33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;RES_Rescheduling_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;LOC_Local_timer_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;THR_Threshold_APIC_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;TLB_TLB_shootdowns_CPU0;RES_Rescheduling_interrupts_CPU2;LOC_Local_timer_interrupts_CPU2;MCP_Machine_check_polls_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;timestamp_us;14_IO-APIC_14-edge_ata_piix_CPU0;1_IO-APIC_1-edge_i8042_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;MCE_Machine_check_exceptions_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;CAL_Function_call_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;LOC_Local_timer_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;ERR_CPU0;TRM_Thermal_event_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;THR_Threshold_APIC_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;IWI_IRQ_work_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;SPU_Spurious_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;NPI_Nested_posted-interrupt_event_CPU1;PIN_Posted-interrupt_notification_event_CPU0;THR_Threshold_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;12_IO-APIC_12-edge_i8042_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;NMI_Non-maskable_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;MCP_Machine_check_polls_CPU2;12_IO-APIC_12-edge_i8042_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;SPU_Spurious_interrupts_CPU0;CAL_Function_call_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;IWI_IRQ_work_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;6_IO-APIC_6-edge_floppy_CPU0;SPU_Spurious_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;RES_Rescheduling_interrupts_CPU0;MIS_CPU0;RTR_APIC_ICR_read_retries_CPU2;TRM_Thermal_event_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;6_IO-APIC_6-edge_floppy_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;TLB_TLB_shootdowns_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;MCP_Machine_check_polls_CPU1;NMI_Non-maskable_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;MCE_Machine_check_exceptions_CPU1;TLB_TLB_shootdowns_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;PMI_Performance_monitoring_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;RTR_APIC_ICR_read_retries_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;MCE_Machine_check_exceptions_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;PIN_Posted-interrupt_notification_event_CPU1;IWI_IRQ_work_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU1
41181;3186;0;0;0;0;0;0;0;2368608;0;0;0;0;0;0;737302;1;0;0;0;25017964;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41183;3186;0;0;0;0;0;0;0;2369787;0;0;0;0;0;0;737552;1;0;0;0;26018501;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41183;3186;0;0;0;0;0;0;0;2370966;0;0;0;0;0;0;737802;1;0;0;0;27019098;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41183;3186;0;0;0;0;0;0;0;2372145;0;0;0;0;0;0;738053;1;0;0;0;28019699;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41183;3186;0;0;0;0;0;0;0;2373324;0;0;0;0;0;0;738303;1;0;0;0;29020306;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41183;3186;0;0;0;0;0;0;0;2374504;0;0;0;0;0;0;738553;1;0;0;0;30020910;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41183;3186;0;0;0;0;0;0;0;2375683;0;0;0;0;0;0;738803;1;0;0;0;31021513;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41185;3186;0;0;0;0;0;0;0;2376854;0;0;0;0;0;0;739053;1;0;0;0;32021967;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2378029;0;0;0;0;0;0;739303;1;0;0;0;33022043;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2379208;0;0;0;0;0;0;739553;1;0;0;0;34022644;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2380387;0;0;0;0;0;0;739804;1;0;0;0;35023249;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2381567;0;0;0;0;0;0;740054;1;0;0;0;36023851;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2382746;0;0;0;0;0;0;740304;1;0;0;0;37024456;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2383925;0;0;0;0;0;0;740554;1;0;0;0;38025062;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2385105;0;0;0;0;0;0;740804;1;0;0;0;39025959;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2386284;0;0;0;0;0;0;741054;1;0;0;0;40026268;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2387463;0;0;0;0;0;0;741304;1;0;0;0;41026872;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2388642;0;0;0;0;0;0;741555;1;0;0;0;42027473;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2389821;0;0;0;0;0;0;741805;1;0;0;0;43028077;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2391001;0;0;0;0;0;0;742055;1;0;0;0;44028685;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2392180;0;0;0;0;0;0;742305;1;0;0;0;45029285;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2393360;0;0;0;0;0;0;742555;1;0;0;0;46029957;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2394539;0;0;0;0;0;0;742805;1;0;0;0;47030497;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2395718;0;0;0;0;0;0;743055;1;0;0;0;48031096;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2396897;0;0;0;0;0;0;743306;1;0;0;0;49031700;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2398076;0;0;0;0;0;0;743556;1;0;0;0;50032307;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2399256;0;0;0;0;0;0;743806;1;0;0;0;51032908;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2400435;0;0;0;0;0;0;744056;1;0;0;0;52033511;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41188;3186;0;0;0;0;0;0;0;2401615;0;0;0;0;0;0;744306;1;0;0;0;53034118;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2402794;0;0;0;0;0;0;744556;1;0;0;0;54034718;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2403973;0;0;0;0;0;0;744807;1;0;0;0;55035321;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2405152;0;0;0;0;0;0;745057;1;0;0;0;56035928;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2406331;0;0;0;0;0;0;745307;1;0;0;0;57036530;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2407510;0;0;0;0;0;0;745557;1;0;0;0;58037133;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2408691;0;0;0;0;0;0;745807;1;0;0;0;59037962;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2409870;0;0;0;0;0;0;746057;1;0;0;0;60038345;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2411049;0;0;0;0;0;0;746307;1;0;0;0;61038945;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2412228;0;0;0;0;0;0;746558;1;0;0;0;62039553;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2413407;0;0;0;0;0;0;746808;1;0;0;0;63040154;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2414586;0;0;0;0;0;0;747058;1;0;0;0;64040755;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2415765;0;0;0;0;0;0;747308;1;0;0;0;65041363;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2416945;0;0;0;0;0;0;747558;1;0;0;0;66041959;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2418125;0;0;0;0;0;0;747808;1;0;0;0;67042568;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2419304;0;0;0;0;0;0;748058;1;0;0;0;68043175;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2420483;0;0;0;0;0;0;748309;1;0;0;0;69043778;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2421662;0;0;0;0;0;0;748559;1;0;0;0;70044379;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2422841;0;0;0;0;0;0;748809;1;0;0;0;71044986;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2424021;0;0;0;0;0;0;749059;1;0;0;0;72045958;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2425200;0;0;0;0;0;0;749309;1;0;0;0;73046188;0;0;0;0;0;0;9;10808;0;102;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;8888;0
41189;3186;0;0;0;0;0;0;0;2426382;0;0;0;0;0;0;749559;1;0;0;0;74046873;0;0;0;0;0;0;9;10808;0;103;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;1;15;0;0;0;0;0;0;0;0;4;0;2;0;1;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;8888;0
