PIW_Posted-interrupt_wakeup_event_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;SPU_Spurious_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;PIN_Posted-interrupt_notification_event_CPU1;timestamp_us;LOC_Local_timer_interrupts_CPU2;ERR_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;CAL_Function_call_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;RES_Rescheduling_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;12_IO-APIC_12-edge_i8042_CPU0;CAL_Function_call_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;IWI_IRQ_work_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;MCP_Machine_check_polls_CPU2;12_IO-APIC_12-edge_i8042_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;6_IO-APIC_6-edge_floppy_CPU2;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;TRM_Thermal_event_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;TRM_Thermal_event_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;MCP_Machine_check_polls_CPU1;NPI_Nested_posted-interrupt_event_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;THR_Threshold_APIC_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU1;TLB_TLB_shootdowns_CPU0;MCE_Machine_check_exceptions_CPU1;RES_Rescheduling_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;TLB_TLB_shootdowns_CPU2;NMI_Non-maskable_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;THR_Threshold_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;MCP_Machine_check_polls_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU0;NMI_Non-maskable_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU1;1_IO-APIC_1-edge_i8042_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;RES_Rescheduling_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;LOC_Local_timer_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;PIN_Posted-interrupt_notification_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;RTR_APIC_ICR_read_retries_CPU2;TLB_TLB_shootdowns_CPU1;LOC_Local_timer_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;PMI_Performance_monitoring_interrupts_CPU2;CAL_Function_call_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;RTR_APIC_ICR_read_retries_CPU1;1_IO-APIC_1-edge_i8042_CPU0;MIS_CPU0;SPU_Spurious_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;SPU_Spurious_interrupts_CPU2;MCE_Machine_check_exceptions_CPU0;IWI_IRQ_work_interrupts_CPU1
0;0;0;0;1;0;22014951;601444;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40782;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1728507;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;23015712;601694;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40784;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1729673;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;24016732;601944;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40784;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1730845;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;25017744;602194;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40787;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1732025;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;26018348;602445;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40788;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1733204;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;27018949;602695;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40789;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1734384;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;28019550;602945;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40789;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1735563;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;29020162;603195;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40789;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1736742;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;30021058;603445;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40789;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1737922;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;31021360;603695;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40789;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1739101;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;32021600;603945;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40791;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1740268;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;33021972;604195;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1741440;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;34022573;604446;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1742619;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;35023180;604696;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1743798;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;36023782;604946;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1744978;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;37024385;605196;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1746157;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;38025060;605446;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1747337;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;39025589;605696;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1748516;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;40026199;605946;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1749695;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;41026802;606197;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1750874;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;42027402;606447;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1752053;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;43028079;606697;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1753236;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;44029061;606947;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1754416;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;45029283;607197;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1755595;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;46029891;607447;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1756775;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;47030497;607698;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1757954;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;48031099;607948;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1759133;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;49031701;608198;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1760312;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;50032310;608448;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1761491;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;51033057;608698;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1762671;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;52033510;608948;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1763850;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;53034118;609198;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1765029;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;54034725;609449;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40794;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1766209;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;55035326;609699;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1767388;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;56035932;609949;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1768567;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;57036532;610199;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1769746;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;58037133;610449;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1770926;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;59037738;610699;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1772105;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;60038341;610950;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1773284;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;61038947;611200;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1774464;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;62039553;611450;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1775643;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;63040154;611700;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1776822;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;64041056;611950;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1778002;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;65041364;612200;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1779181;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;66041963;612450;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1780360;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;67042566;612701;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1781539;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;68043175;612951;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1782718;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;69043777;613201;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1783898;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;70044379;613451;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1785077;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
0;0;0;0;1;0;71045060;613701;0;0;0;14043;0;0;0;0;5;0;15;0;0;0;0;0;4;0;0;0;0;1;0;84;40795;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3186;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;72;308726;0;0;0;0;0;0;0;0;0;0;47;1786257;0;0;0;10808;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;8888
