DFR_Deferred_Error_APIC_interrupts_CPU2;MIS_CPU0;RES_Rescheduling_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;PMI_Performance_monitoring_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;CAL_Function_call_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;6_IO-APIC_6-edge_floppy_CPU1;CAL_Function_call_interrupts_CPU2;ERR_CPU0;1_IO-APIC_1-edge_i8042_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;MCE_Machine_check_exceptions_CPU1;MCE_Machine_check_exceptions_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;12_IO-APIC_12-edge_i8042_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;timestamp_us;LOC_Local_timer_interrupts_CPU2;SPU_Spurious_interrupts_CPU2;MCP_Machine_check_polls_CPU0;TLB_TLB_shootdowns_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;MCP_Machine_check_polls_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;LOC_Local_timer_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;PIN_Posted-interrupt_notification_event_CPU0;PIN_Posted-interrupt_notification_event_CPU2;6_IO-APIC_6-edge_floppy_CPU2;SPU_Spurious_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;RES_Rescheduling_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;THR_Threshold_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;RES_Rescheduling_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;IWI_IRQ_work_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;NPI_Nested_posted-interrupt_event_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;TRM_Thermal_event_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;MCP_Machine_check_polls_CPU2;NMI_Non-maskable_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;6_IO-APIC_6-edge_floppy_CPU0;NMI_Non-maskable_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;NMI_Non-maskable_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;12_IO-APIC_12-edge_i8042_CPU2;TRM_Thermal_event_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;TLB_TLB_shootdowns_CPU1;1_IO-APIC_1-edge_i8042_CPU1;IWI_IRQ_work_interrupts_CPU1;TLB_TLB_shootdowns_CPU0;PMI_Performance_monitoring_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;TRM_Thermal_event_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU0;MCE_Machine_check_exceptions_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;PMI_Performance_monitoring_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;SPU_Spurious_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;39024880;583833;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1645506;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;40025484;584083;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1646685;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;41026091;584333;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1647864;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;42026691;584583;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1649043;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;43027440;584833;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1650223;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;44027901;585083;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1651402;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;45028503;585333;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1652582;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;46029106;585584;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1653762;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;47029714;585834;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1654941;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;48030315;586084;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1656120;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;49030923;586334;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1657299;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;50031526;586584;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1658479;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;51032124;586834;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1659658;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;52032727;587085;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1660837;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;53033337;587335;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1662017;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40740;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;54033941;587585;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1663196;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;55034542;587835;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1664375;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;56035443;588085;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1665555;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;57035746;588335;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1666734;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;58036351;588585;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1667913;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;59037373;588836;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1669092;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;60037934;589086;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1670271;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;61038771;589336;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1671453;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;62039445;589586;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1672632;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;63040048;589836;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1673812;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;64040653;590086;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1674991;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;65041259;590337;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1676170;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;66041857;590587;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1677349;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;67042460;590837;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1678528;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;68043444;591087;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1679708;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;69044210;591337;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1680888;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;70044804;591588;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1682067;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;71045412;591838;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1683246;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;72046012;592088;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1684425;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;66;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;73046614;592338;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1685604;9;0;0;0;0;0;0;1;0;0;0;0;0;78;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;67;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;74047446;592588;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1686785;9;0;0;0;0;0;0;1;0;0;0;0;0;79;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;68;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;75047834;592838;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1687964;9;0;0;0;0;0;0;1;0;0;0;0;0;79;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;68;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;76048434;593088;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1689143;9;0;0;0;0;0;0;1;0;0;0;0;0;80;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40742;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3186;68;0;0;0;14043;0;0;0;0;10808;0;0;0;0;0;0;0;0;0;0;77048508;593338;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;308726;0;0;0;0;0;0;5;0;0;1690318;9;0;0;0;0;0;0;1;0;0;0;0;0;80;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;40744;0;47;0;8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
