LOC_Local_timer_interrupts_CPU0;TLB_TLB_shootdowns_CPU1;LOC_Local_timer_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;TLB_TLB_shootdowns_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU0;IWI_IRQ_work_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;TRM_Thermal_event_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU0;RTR_APIC_ICR_read_retries_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;CAL_Function_call_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;MCP_Machine_check_polls_CPU1;1_IO-APIC_1-edge_i8042_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;CAL_Function_call_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;MCE_Machine_check_exceptions_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;TRM_Thermal_event_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;SPU_Spurious_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;RES_Rescheduling_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;MCP_Machine_check_polls_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;12_IO-APIC_12-edge_i8042_CPU2;PMI_Performance_monitoring_interrupts_CPU0;TLB_TLB_shootdowns_CPU0;MCE_Machine_check_exceptions_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;MCP_Machine_check_polls_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;timestamp_us;15_IO-APIC_15-edge_ata_piix_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;PMI_Performance_monitoring_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;12_IO-APIC_12-edge_i8042_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;ERR_CPU0;PIN_Posted-interrupt_notification_event_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;1_IO-APIC_1-edge_i8042_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;NMI_Non-maskable_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;NMI_Non-maskable_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;THR_Threshold_APIC_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;RES_Rescheduling_interrupts_CPU2;LOC_Local_timer_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;MIS_CPU0;SPU_Spurious_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;RTR_APIC_ICR_read_retries_CPU1;IWI_IRQ_work_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;THR_Threshold_APIC_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU1;6_IO-APIC_6-edge_floppy_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;12_IO-APIC_12-edge_i8042_CPU1;CAL_Function_call_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;TRM_Thermal_event_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;RES_Rescheduling_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2
2256967;47;713606;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;22015689;0;0;41123;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2258134;47;713856;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;23016709;0;0;41125;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2259304;47;714106;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;24017589;0;0;41125;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2260484;47;714356;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;25018109;0;0;41128;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2261663;47;714606;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;26018710;0;0;41128;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2262842;47;714857;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;27019315;0;0;41128;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2264021;47;715107;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;28019913;0;0;41128;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2265201;47;715357;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;29020524;0;0;41128;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2266380;47;715607;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;30021129;0;0;41128;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2267560;47;715857;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;31021799;0;0;41128;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2268727;47;716107;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;32022340;0;0;41130;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2269904;47;716357;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;33022415;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2271083;47;716607;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;34023012;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2272262;47;716858;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;35023613;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2273441;47;717108;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;36024221;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2274620;47;717358;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;37024822;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2275800;47;717608;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;38025799;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2276979;47;717858;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;39026030;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2278159;47;718108;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;40026634;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2279338;47;718359;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;41027237;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2280517;47;718609;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;42027845;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2281696;47;718859;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;43028445;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2282876;47;719109;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;44029128;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2284056;47;719359;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;45029802;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2285235;47;719609;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;46030333;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2286414;47;719859;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;47030937;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2287593;47;720110;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;48031545;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2288773;47;720360;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;49032147;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2289953;47;720610;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;50032750;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2291132;47;720860;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;51033358;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2292312;47;721110;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;52033956;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2293491;47;721360;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;53034561;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2294670;47;721611;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;54035166;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2295849;47;721861;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;55035768;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2297028;47;722111;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;56036370;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2298207;47;722361;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;57036978;0;0;41133;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2299388;47;722611;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;58037803;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2300567;47;722861;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;59038184;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2301746;47;723111;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;60038790;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2302925;47;723362;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;61039391;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2304104;47;723612;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;62039993;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2305283;47;723862;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;63040601;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2306462;47;724112;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;64041201;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2307643;47;724362;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;65041802;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2308822;47;724612;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;66041962;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2310001;47;724862;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;67042561;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2311180;47;725113;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;68043164;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2312359;47;725363;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;69043770;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2313538;47;725613;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;70044372;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
2314717;47;725863;1;0;0;0;8888;0;0;0;0;0;0;10808;4;1;9;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;71044974;0;0;41135;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;114;0;0;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;3186;0
