PIN_Posted-interrupt_notification_event_CPU0;RTR_APIC_ICR_read_retries_CPU1;RES_Rescheduling_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;IWI_IRQ_work_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;TRM_Thermal_event_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;MCE_Machine_check_exceptions_CPU1;CAL_Function_call_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;SPU_Spurious_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;LOC_Local_timer_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;NPI_Nested_posted-interrupt_event_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU2;NPI_Nested_posted-interrupt_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;SPU_Spurious_interrupts_CPU1;RES_Rescheduling_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;TLB_TLB_shootdowns_CPU0;MCP_Machine_check_polls_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;6_IO-APIC_6-edge_floppy_CPU2;IWI_IRQ_work_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU2;CAL_Function_call_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;PMI_Performance_monitoring_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;MCP_Machine_check_polls_CPU2;MCE_Machine_check_exceptions_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;1_IO-APIC_1-edge_i8042_CPU0;NPI_Nested_posted-interrupt_event_CPU1;TLB_TLB_shootdowns_CPU2;timestamp_us;24_PCI-MSI_49152-edge_igb_uio_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;SPU_Spurious_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;RTR_APIC_ICR_read_retries_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;MIS_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;12_IO-APIC_12-edge_i8042_CPU0;IWI_IRQ_work_interrupts_CPU1;CAL_Function_call_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;RES_Rescheduling_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;MCE_Machine_check_exceptions_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;ERR_CPU0;1_IO-APIC_1-edge_i8042_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU1;MCP_Machine_check_polls_CPU1;NMI_Non-maskable_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU1;THR_Threshold_APIC_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;PIN_Posted-interrupt_notification_event_CPU1;THR_Threshold_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;PMI_Performance_monitoring_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;6_IO-APIC_6-edge_floppy_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;TLB_TLB_shootdowns_CPU1
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2474312;759725;0;0;0;0;0;0;0;0;41230;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;22014513;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2475485;759975;0;0;0;0;0;0;0;0;41232;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;23014677;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2476658;760225;0;0;0;0;0;0;0;0;41232;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;24015653;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2477837;760475;0;0;0;0;0;0;0;0;41234;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;25016184;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2479017;760725;0;0;0;0;0;0;0;0;41234;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;26016934;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2480196;760975;0;0;0;0;0;0;0;0;41234;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;27017382;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2481375;761225;0;0;0;0;0;0;0;0;41235;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;28017987;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2482555;761476;0;0;0;0;0;0;0;0;41235;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;29018596;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2483734;761726;0;0;0;0;0;0;0;0;41235;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;30019197;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2484913;761976;0;0;0;0;0;0;0;0;41235;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;31019802;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2486086;762226;0;0;0;0;0;0;0;0;41237;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;32020265;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2487258;762476;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;33021088;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2488437;762726;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;34021686;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2489616;762977;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;35022292;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2490795;763227;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;36022892;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2491974;763477;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;37023494;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2493153;763727;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;38024100;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2494334;763977;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;39024926;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2495513;764227;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;40025305;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2496692;764477;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;41025914;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2497871;764728;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;42026514;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2499050;764978;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;43027118;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2500229;765228;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;44027726;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2501409;765478;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;45028325;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2502589;765728;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;46028928;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2503769;765978;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;47029538;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2504948;766228;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;48030138;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2506127;766479;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;49030742;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2507306;766729;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;50031349;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2508485;766979;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;51031948;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2509665;767229;0;0;0;0;0;0;0;0;41240;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;52032926;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2510844;767479;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;53033159;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2512024;767729;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;54033766;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2513203;767980;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;55034366;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2514382;768230;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;56034972;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2515561;768480;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;57035572;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2516740;768730;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;58036176;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2517920;768980;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;59036930;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2519100;769230;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;60037689;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2520279;769481;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;61038289;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2521458;769731;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;62038895;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2522637;769981;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;63039496;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2523816;770231;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;64040098;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2524997;770481;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;65040937;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2526177;770731;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;66041915;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2527356;770982;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;67042519;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2528535;771232;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;68043123;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2529714;771482;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;69043723;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2530893;771732;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;70044325;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
0;0;3186;0;0;4;0;0;0;0;0;0;10808;0;0;0;0;0;0;0;2532073;771982;0;0;0;0;0;0;0;0;41242;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14043;0;0;0;0;1;0;0;9;0;0;71044932;0;0;0;0;0;0;126;0;106;0;3;15;8888;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;308726;47
