33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;THR_Threshold_APIC_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;MCE_Machine_check_exceptions_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;TRM_Thermal_event_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;SPU_Spurious_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;NPI_Nested_posted-interrupt_event_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU0;LOC_Local_timer_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;IWI_IRQ_work_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;NPI_Nested_posted-interrupt_event_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;MCP_Machine_check_polls_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;MCP_Machine_check_polls_CPU0;1_IO-APIC_1-edge_i8042_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;MCP_Machine_check_polls_CPU1;NMI_Non-maskable_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;IWI_IRQ_work_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;RTR_APIC_ICR_read_retries_CPU1;MIS_CPU0;NMI_Non-maskable_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;NMI_Non-maskable_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;THR_Threshold_APIC_interrupts_CPU1;ERR_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;1_IO-APIC_1-edge_i8042_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;CAL_Function_call_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU2;TLB_TLB_shootdowns_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;TRM_Thermal_event_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;MCE_Machine_check_exceptions_CPU1;timestamp_us;TLB_TLB_shootdowns_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;6_IO-APIC_6-edge_floppy_CPU0;PIN_Posted-interrupt_notification_event_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;LOC_Local_timer_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;PMI_Performance_monitoring_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;12_IO-APIC_12-edge_i8042_CPU0;1_IO-APIC_1-edge_i8042_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;NPI_Nested_posted-interrupt_event_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;SPU_Spurious_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;SPU_Spurious_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;TLB_TLB_shootdowns_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;LOC_Local_timer_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;CAL_Function_call_interrupts_CPU1;CAL_Function_call_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22014110;0;0;2;0;0;82;1936727;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;645637;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23014578;0;0;2;0;0;82;1937893;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;645888;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24015599;0;0;2;0;0;82;1939070;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;646138;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25016302;0;0;2;0;0;82;1940243;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;646388;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26016900;0;0;2;0;0;82;1941423;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;646638;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27017504;0;0;2;0;0;82;1942603;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;646888;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28018109;0;0;2;0;0;82;1943782;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;647138;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29018717;0;0;2;0;0;82;1944961;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;647389;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30019321;0;0;2;0;0;82;1946140;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;647639;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31019919;0;0;2;0;0;82;1947319;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;647889;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32020905;0;0;2;0;0;82;1948487;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;648139;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33021283;0;0;2;0;0;82;1949662;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;648389;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34021883;0;0;2;0;0;82;1950841;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;648639;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35022488;0;0;2;0;0;82;1952020;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;648890;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36023087;0;0;2;0;0;82;1953199;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;649140;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37023923;0;0;2;0;0;82;1954379;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;649390;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38024900;0;0;2;0;0;82;1955559;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;649640;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39025127;0;0;2;0;0;82;1956738;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;649890;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40025737;0;0;2;0;0;82;1957918;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;650140;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41026275;0;0;2;0;0;82;1959095;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;650391;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42026861;0;0;2;0;0;82;1960274;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;650641;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43027463;0;0;2;0;0;82;1961453;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;650891;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44028073;0;0;2;0;0;82;1962632;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;651141;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45028897;0;0;2;0;0;82;1963813;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;651391;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46029280;0;0;2;0;0;82;1964992;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;651641;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47029886;0;0;2;0;0;82;1966171;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;651891;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48030485;0;0;2;0;0;82;1967350;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;652142;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49031090;0;0;2;0;0;82;1968529;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;652392;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50031697;0;0;2;0;0;82;1969708;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;652642;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51032295;0;0;2;0;0;82;1970887;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;652892;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52032896;0;0;2;0;0;82;1972067;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;653142;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53033510;0;0;2;0;0;82;1973247;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;653392;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54034111;0;0;2;0;0;82;1974426;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;653642;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55034713;0;0;2;0;0;82;1975605;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;653893;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56035318;0;0;2;0;0;82;1976784;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;654143;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57035917;0;0;2;0;0;82;1977963;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;654393;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58036895;0;0;2;0;0;82;1979143;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;654643;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59037124;0;0;2;0;0;82;1980322;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;654893;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60037733;0;0;2;0;0;82;1981502;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;655143;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61038335;0;0;2;0;0;82;1982681;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;655394;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62038941;0;0;2;0;0;82;1983860;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;655644;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63039543;0;0;2;0;0;82;1985039;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;655894;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64040143;0;0;2;0;0;82;1986218;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;656144;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65040898;0;0;2;0;0;82;1987398;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;656394;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66041350;0;0;2;0;0;82;1988577;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;656644;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67041953;0;0;2;0;0;82;1989756;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;656894;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68042565;0;0;2;0;0;82;1990936;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;657145;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69043166;0;0;2;0;0;82;1992115;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;657395;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70043768;0;0;2;0;0;82;1993294;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;657645;0;0;14043;10808;0
0;0;0;96;0;0;1;0;0;0;0;0;0;0;0;0;308726;0;0;4;3186;0;0;0;0;0;1;0;8888;0;0;0;1;9;0;1;0;0;3;0;0;0;0;0;0;0;0;40935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71044376;0;0;2;0;0;82;1994473;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;5;0;0;657895;0;0;14043;10808;0
