RES_Rescheduling_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;THR_Threshold_APIC_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;CAL_Function_call_interrupts_CPU0;MCP_Machine_check_polls_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;MCP_Machine_check_polls_CPU0;SPU_Spurious_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;RTR_APIC_ICR_read_retries_CPU0;12_IO-APIC_12-edge_i8042_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;NMI_Non-maskable_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;PMI_Performance_monitoring_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;1_IO-APIC_1-edge_i8042_CPU2;NPI_Nested_posted-interrupt_event_CPU1;RTR_APIC_ICR_read_retries_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;THR_Threshold_APIC_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;RES_Rescheduling_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;NPI_Nested_posted-interrupt_event_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;MIS_CPU0;1_IO-APIC_1-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;TLB_TLB_shootdowns_CPU0;TRM_Thermal_event_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;IWI_IRQ_work_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;NMI_Non-maskable_interrupts_CPU1;RES_Rescheduling_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;12_IO-APIC_12-edge_i8042_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;SPU_Spurious_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;ERR_CPU0;6_IO-APIC_6-edge_floppy_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;8_IO-APIC_8-edge_rtc0_CPU2;TRM_Thermal_event_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;12_IO-APIC_12-edge_i8042_CPU0;SPU_Spurious_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;MCE_Machine_check_exceptions_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;PMI_Performance_monitoring_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;RTR_APIC_ICR_read_retries_CPU1;LOC_Local_timer_interrupts_CPU1;LOC_Local_timer_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU1;MCP_Machine_check_polls_CPU1;MCE_Machine_check_exceptions_CPU1;TRM_Thermal_event_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;CAL_Function_call_interrupts_CPU1;timestamp_us;15_IO-APIC_15-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;LOC_Local_timer_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;TLB_TLB_shootdowns_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;NPI_Nested_posted-interrupt_event_CPU0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53698;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;840147;0;10844;0;1;0;0;0;0;8;0;14241;22010534;0;0;2861941;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53700;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;840397;0;10844;0;1;0;0;0;0;8;0;14241;23011525;0;0;2863124;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53700;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;840647;0;10844;0;1;0;0;0;0;8;0;14241;24011828;0;0;2864309;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53703;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;840897;0;10844;0;1;0;0;0;0;8;0;14241;25012195;0;0;2865500;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53703;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;841147;0;10844;0;1;0;0;0;0;8;0;14241;26012643;0;0;2866692;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53703;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;841398;0;10844;0;1;0;0;0;0;8;0;14241;27013016;0;0;2867884;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53703;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;841648;0;10844;0;1;0;0;0;0;8;0;14241;28013554;0;0;2869078;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53703;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;841898;0;10844;0;1;0;0;0;0;8;0;14241;29014005;0;0;2870270;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53703;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;842148;0;10844;0;1;0;0;0;0;8;0;14241;30014286;0;0;2871461;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53703;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;842398;0;10844;0;1;0;0;0;0;8;0;14241;31014512;0;0;2872653;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53705;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;842648;0;10844;0;1;0;0;0;0;8;0;14241;32015526;0;0;2873830;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;842898;0;10844;0;1;0;0;0;0;8;0;14241;33016204;0;0;2875012;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;843149;0;10844;0;1;0;0;0;0;8;0;14241;34016807;0;0;2876206;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;843399;0;10844;0;1;0;0;0;0;8;0;14241;35017236;0;0;2877397;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;843649;0;10844;0;1;0;0;0;0;8;0;14241;36017475;0;0;2878588;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;843899;0;10844;0;1;0;0;0;0;8;0;14241;37017707;0;0;2879779;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;844149;0;10844;0;1;0;0;0;0;8;0;14241;38018006;0;0;2880969;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;844399;0;10844;0;1;0;0;0;0;8;0;14241;39018312;0;0;2882160;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;844649;0;10844;0;1;0;0;0;0;8;0;14241;40018749;0;0;2883353;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;844899;0;10844;0;1;0;0;0;0;8;0;14241;41019522;0;0;2884545;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53708;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;845149;0;10844;0;1;0;0;0;0;8;0;14241;42019726;0;0;2885735;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;845399;0;10844;0;1;0;0;0;0;8;0;14241;43020120;0;0;2886926;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;845649;0;10844;0;1;0;0;0;0;8;0;14241;44020728;0;0;2888115;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;845900;0;10844;0;1;0;0;0;0;8;0;14241;45021099;0;0;2889305;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;846150;0;10844;0;1;0;0;0;0;8;0;14241;46021485;0;0;2890495;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;846400;0;10844;0;1;0;0;0;0;8;0;14241;47022314;0;0;2891685;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;846650;0;10844;0;1;0;0;0;0;8;0;14241;48022835;0;0;2892877;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;846900;0;10844;0;1;0;0;0;0;8;0;14241;49023520;0;0;2894070;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;847150;0;10844;0;1;0;0;0;0;8;0;14241;50023598;0;0;2895259;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;847400;0;10844;0;1;0;0;0;0;8;0;14241;51024046;0;0;2896448;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;847650;0;10844;0;1;0;0;0;0;8;0;14241;52024403;0;0;2897640;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;847900;0;10844;0;1;0;0;0;0;8;0;14241;53024653;0;0;2898829;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;848151;0;10844;0;1;0;0;0;0;8;0;14241;54025102;0;0;2900018;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;848401;0;10844;0;1;0;0;0;0;8;0;14241;55025555;0;0;2901210;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;848651;0;10844;0;1;0;0;0;0;8;0;14241;56026161;0;0;2902403;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;848901;0;10844;0;1;0;0;0;0;8;0;14241;57026523;0;0;2903595;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;849151;0;10844;0;1;0;0;0;0;8;0;14241;58027517;0;0;2904789;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;849401;0;10844;0;1;0;0;0;0;8;0;14241;59028427;0;0;2905981;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;849652;0;10844;0;1;0;0;0;0;8;0;14241;60028802;0;0;2907174;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;849902;0;10844;0;1;0;0;0;0;8;0;14241;61029173;0;0;2908365;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;850152;0;10844;0;1;0;0;0;0;8;0;14241;62029634;0;0;2909555;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;850402;0;10844;0;1;0;0;0;0;8;0;14241;63029930;0;0;2910747;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;850652;0;10844;0;1;0;0;0;0;8;0;14241;64030297;0;0;2911939;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;850902;0;10844;0;1;0;0;0;0;8;0;14241;65030841;0;0;2913130;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;851152;0;10844;0;1;0;0;0;0;8;0;14241;66031520;0;0;2914322;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;851402;0;10844;0;1;0;0;0;0;8;0;14241;67031749;0;0;2915514;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;851652;0;10844;0;1;0;0;0;0;8;0;14241;68032344;0;0;2916705;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;851903;0;10844;0;1;0;0;0;0;8;0;14241;69032805;0;0;2917896;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;852153;0;10844;0;1;0;0;0;0;8;0;14241;70033257;0;0;2919087;0;0;42;0;0
3354;0;0;0;0;0;126;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;53747;0;9;9325;0;0;0;0;0;0;1;138;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;313731;852403;0;10844;0;1;0;0;0;0;8;0;14241;71033707;0;0;2920276;0;0;42;0;0
