timestamp_us;CAL_Function_call_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;NPI_Nested_posted-interrupt_event_CPU2;6_IO-APIC_6-edge_floppy_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;RES_Rescheduling_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;LOC_Local_timer_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;MCP_Machine_check_polls_CPU0;PMI_Performance_monitoring_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU2;MCP_Machine_check_polls_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU2;TLB_TLB_shootdowns_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;IWI_IRQ_work_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU1;1_IO-APIC_1-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;12_IO-APIC_12-edge_i8042_CPU0;LOC_Local_timer_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;SPU_Spurious_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;NPI_Nested_posted-interrupt_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;IWI_IRQ_work_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;CAL_Function_call_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;IWI_IRQ_work_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;PMI_Performance_monitoring_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;1_IO-APIC_1-edge_i8042_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;RTR_APIC_ICR_read_retries_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;12_IO-APIC_12-edge_i8042_CPU1;NMI_Non-maskable_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;MIS_CPU0;PMI_Performance_monitoring_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;TRM_Thermal_event_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;RTR_APIC_ICR_read_retries_CPU1;PIN_Posted-interrupt_notification_event_CPU1;MCE_Machine_check_exceptions_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;THR_Threshold_APIC_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;RES_Rescheduling_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;RTR_APIC_ICR_read_retries_CPU2;TRM_Thermal_event_interrupts_CPU0;MCP_Machine_check_polls_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;PIN_Posted-interrupt_notification_event_CPU0;ERR_CPU0;NMI_Non-maskable_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;SPU_Spurious_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;NMI_Non-maskable_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0
39017550;10844;100;0;2;0;0;3354;0;313731;0;0;727784;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2327308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
40018559;10844;100;0;2;0;0;3354;0;313731;0;0;728034;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2328501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
41019240;10844;100;0;2;0;0;3354;0;313731;0;0;728284;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2329694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
42019695;10844;100;0;2;0;0;3354;0;313731;0;0;728534;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2330885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
43020144;10844;100;0;2;0;0;3354;0;313731;0;0;728785;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2332076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
44020749;10844;100;0;2;0;0;3354;0;313731;0;0;729035;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2333266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
45021204;10844;100;0;2;0;0;3354;0;313731;0;0;729285;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2334457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
46021651;10844;100;0;2;0;0;3354;0;313731;0;0;729535;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2335646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
47022560;10844;100;0;2;0;0;3354;0;313731;0;0;729785;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2336840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
48023573;10844;100;0;2;0;0;3354;0;313731;0;0;730035;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2338033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
49024040;10844;100;0;2;0;0;3354;0;313731;0;0;730286;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2339224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
50024371;10844;100;0;2;0;0;3354;0;313731;0;0;730536;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2340415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
51024978;10844;100;0;2;0;0;3354;0;313731;0;0;730786;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2341606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
52025273;10844;100;0;2;0;0;3354;0;313731;0;0;731036;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2342795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
53025734;10844;100;0;2;0;0;3354;0;313731;0;0;731286;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2343987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
54026562;10844;100;0;2;0;0;3354;0;313731;0;0;731536;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2345180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
55026790;10844;100;0;2;0;0;3354;0;313731;0;0;731786;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2346373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
56027237;10844;100;0;2;0;0;3354;0;313731;0;0;732036;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2347566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
57027696;10844;100;0;2;0;0;3354;0;313731;0;0;732286;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2348757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
58028144;10844;100;0;2;0;0;3354;0;313731;0;0;732537;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2349950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
59028598;10844;100;0;2;0;0;3354;0;313731;0;0;732787;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2351141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
60029205;10844;100;0;2;0;0;3354;0;313731;0;0;733037;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2352329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
61029653;10844;100;0;2;0;0;3354;0;313731;0;0;733287;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2353521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
62030559;10844;100;0;2;0;0;3354;0;313731;0;0;733537;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2354714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
63030710;10844;100;0;2;0;0;3354;0;313731;0;0;733787;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2355908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
64031315;10844;100;0;2;0;0;3354;0;313731;0;0;734037;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2357100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
65031761;10844;100;0;2;0;0;3354;0;313731;0;0;734287;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2358292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
66032219;10844;100;0;2;0;0;3354;0;313731;0;0;734538;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2359483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
67032570;10844;100;0;2;0;0;3354;0;313731;0;0;734788;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2360672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
68033134;10844;100;0;2;0;0;3354;0;313731;0;0;735038;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2361866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
69033430;10844;100;0;2;0;0;3354;0;313731;0;0;735288;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2363056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
70033880;10844;100;0;2;0;0;3354;0;313731;0;0;735538;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2364246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
71034560;10844;100;0;2;0;0;3354;0;313731;0;0;735788;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2365436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
72034793;10844;100;0;2;0;0;3354;0;313731;0;0;736038;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2366626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
73035292;10844;100;0;2;0;0;3354;0;313731;0;0;736288;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2367816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
74035679;10844;101;0;2;0;0;3354;0;313731;0;0;736538;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2369007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;109;0;0;0;0;0;3;0;0;0;0;1
75035998;10844;101;0;2;0;0;3354;0;313731;0;0;736789;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2370198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;110;0;0;0;0;0;3;0;0;0;0;1
76036372;10844;102;0;2;0;0;3354;0;313731;0;0;737039;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2371388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53406;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;110;0;0;0;0;0;3;0;0;0;0;1
77036448;10844;102;0;2;0;0;3354;0;313731;0;0;737289;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2372572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53408;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;110;0;0;0;0;0;3;0;0;0;0;1
