timestamp_us;CAL_Function_call_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;NPI_Nested_posted-interrupt_event_CPU2;6_IO-APIC_6-edge_floppy_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;RES_Rescheduling_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;LOC_Local_timer_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;LOC_Local_timer_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;MCP_Machine_check_polls_CPU0;PMI_Performance_monitoring_interrupts_CPU2;CAL_Function_call_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU2;MCP_Machine_check_polls_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU2;TLB_TLB_shootdowns_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;IWI_IRQ_work_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU1;1_IO-APIC_1-edge_i8042_CPU0;THR_Threshold_APIC_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;12_IO-APIC_12-edge_i8042_CPU0;LOC_Local_timer_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;SPU_Spurious_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;NPI_Nested_posted-interrupt_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;IWI_IRQ_work_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;CAL_Function_call_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;IWI_IRQ_work_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;PMI_Performance_monitoring_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;1_IO-APIC_1-edge_i8042_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;RTR_APIC_ICR_read_retries_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;12_IO-APIC_12-edge_i8042_CPU1;NMI_Non-maskable_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;MIS_CPU0;PMI_Performance_monitoring_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;TRM_Thermal_event_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;RTR_APIC_ICR_read_retries_CPU1;PIN_Posted-interrupt_notification_event_CPU1;MCE_Machine_check_exceptions_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;THR_Threshold_APIC_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;RES_Rescheduling_interrupts_CPU0;6_IO-APIC_6-edge_floppy_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;RTR_APIC_ICR_read_retries_CPU2;TRM_Thermal_event_interrupts_CPU0;MCP_Machine_check_polls_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;PIN_Posted-interrupt_notification_event_CPU0;ERR_CPU0;NMI_Non-maskable_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;SPU_Spurious_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;NMI_Non-maskable_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0
11006567;10844;100;0;2;0;0;3354;0;313731;0;0;720781;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2293986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;107;0;0;0;0;0;3;0;0;0;0;1
12007304;10844;100;0;2;0;0;3354;0;313731;0;0;721031;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2295179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
13007465;10844;100;0;2;0;0;3354;0;313731;0;0;721281;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2296370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
14007677;10844;100;0;2;0;0;3354;0;313731;0;0;721531;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2297561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
15007838;10844;100;0;2;0;0;3354;0;313731;0;0;721782;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2298752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
16007977;10844;100;0;2;0;0;3354;0;313731;0;0;722032;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2299943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
17008142;10844;100;0;2;0;0;3354;0;313731;0;0;722282;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2301134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
18008355;10844;100;0;2;0;0;3354;0;313731;0;0;722532;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2302325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
19008571;10844;100;0;2;0;0;3354;0;313731;0;0;722782;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2303517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
20008660;10844;100;0;2;0;0;3354;0;313731;0;0;723032;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2304706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
21008963;10844;100;0;2;0;0;3354;0;313731;0;0;723282;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2305899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
22009124;10844;100;0;2;0;0;3354;0;313731;0;0;723532;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2307090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53395;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
23009943;10844;100;0;2;0;0;3354;0;313731;0;0;723782;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2308273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53397;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
24010578;10844;100;0;2;0;0;3354;0;313731;0;0;724032;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2309456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53397;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
25010703;10844;100;0;2;0;0;3354;0;313731;0;0;724282;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2310647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
26011144;10844;100;0;2;0;0;3354;0;313731;0;0;724532;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2311840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
27011543;10844;100;0;2;0;0;3354;0;313731;0;0;724782;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2313031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
28012059;10844;100;0;2;0;0;3354;0;313731;0;0;725033;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2314222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
29012442;10844;100;0;2;0;0;3354;0;313731;0;0;725283;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2315413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
30012820;10844;100;0;2;0;0;3354;0;313731;0;0;725533;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2316603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
31013355;10844;100;0;2;0;0;3354;0;313731;0;0;725783;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2317797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
32013816;10844;100;0;2;0;0;3354;0;313731;0;0;726033;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2318975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53402;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
33014793;10844;100;0;2;0;0;3354;0;313731;0;0;726283;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2320157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
34015073;10844;100;0;2;0;0;3354;0;313731;0;0;726533;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2321349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
35015621;10844;100;0;2;0;0;3354;0;313731;0;0;726783;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2322543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
36016073;10844;100;0;2;0;0;3354;0;313731;0;0;727034;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2323733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
37016682;10844;100;0;2;0;0;3354;0;313731;0;0;727284;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2324924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
38017032;10844;100;0;2;0;0;3354;0;313731;0;0;727534;0;0;1;0;14241;0;0;1;0;0;0;0;0;0;8;0;9;0;0;0;15;2326114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9325;0;0;0;0;0;0;0;0;53404;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;42;0;108;0;0;0;0;0;3;0;0;0;0;1
