33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;PMI_Performance_monitoring_interrupts_CPU2;SPU_Spurious_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;1_IO-APIC_1-edge_i8042_CPU2;TRM_Thermal_event_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;NPI_Nested_posted-interrupt_event_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;NMI_Non-maskable_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU0;IWI_IRQ_work_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;6_IO-APIC_6-edge_floppy_CPU1;RTR_APIC_ICR_read_retries_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;THR_Threshold_APIC_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;1_IO-APIC_1-edge_i8042_CPU1;6_IO-APIC_6-edge_floppy_CPU0;NPI_Nested_posted-interrupt_event_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;ERR_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;MCE_Machine_check_exceptions_CPU0;PIN_Posted-interrupt_notification_event_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;RES_Rescheduling_interrupts_CPU0;timestamp_us;RES_Rescheduling_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;1_IO-APIC_1-edge_i8042_CPU0;TLB_TLB_shootdowns_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;RTR_APIC_ICR_read_retries_CPU0;TLB_TLB_shootdowns_CPU1;TLB_TLB_shootdowns_CPU0;TRM_Thermal_event_interrupts_CPU1;SPU_Spurious_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU2;THR_Threshold_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU1;CAL_Function_call_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;RES_Rescheduling_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;MCP_Machine_check_polls_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;MCE_Machine_check_exceptions_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;6_IO-APIC_6-edge_floppy_CPU2;MIS_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;TRM_Thermal_event_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;MCP_Machine_check_polls_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;MCE_Machine_check_exceptions_CPU1;LOC_Local_timer_interrupts_CPU0;CAL_Function_call_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;MCP_Machine_check_polls_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;IWI_IRQ_work_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;NMI_Non-maskable_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;39020536;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;979428;0;0;0;0;0;0;1;1;0;3524697;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;40021141;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;979678;0;0;0;0;0;0;1;1;0;3525885;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;41021748;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;979929;0;0;0;0;0;0;1;1;0;3527071;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;42022199;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;980179;0;0;0;0;0;0;1;1;0;3528259;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;43022696;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;980429;0;0;0;0;0;0;1;1;0;3529449;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;44023104;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;980679;0;0;0;0;0;0;1;1;0;3530637;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;45024007;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;980929;0;0;0;0;0;0;1;1;0;3531826;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;46024320;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;981179;0;0;0;0;0;0;1;1;0;3533014;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;47024741;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;981429;0;0;0;0;0;0;1;1;0;3534204;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;48025041;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;981679;0;0;0;0;0;0;1;1;0;3535394;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;49025365;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;981930;0;0;0;0;0;0;1;1;0;3536584;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;50025821;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;982180;0;0;0;0;0;0;1;1;0;3537774;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;51026268;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;982430;0;0;0;0;0;0;1;1;0;3538965;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;52026872;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;982680;0;0;0;0;0;0;1;1;0;3540152;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;53027483;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;982930;0;0;0;0;0;0;1;1;0;3541335;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;54028082;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;983180;0;0;0;0;0;0;1;1;0;3542522;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;55028687;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;983430;0;0;0;0;0;0;1;1;0;3543708;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;56029145;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;983680;0;0;0;0;0;0;1;1;0;3544895;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;57029747;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;983931;0;0;0;0;0;0;1;1;0;3546080;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;58030349;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;984181;0;0;0;0;0;0;1;1;0;3547267;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;59030858;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;984431;0;0;0;0;0;0;1;1;0;3548454;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;60031255;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;984681;0;0;0;0;0;0;1;1;0;3549645;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;61032007;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;984931;0;0;0;0;0;0;1;1;0;3550833;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;62032084;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;985181;0;0;0;0;0;0;1;1;0;3552023;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;63032465;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;985431;0;0;0;0;0;0;1;1;0;3553214;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54101;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;64033067;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;985681;0;0;0;0;0;0;1;1;0;3554399;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54102;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;65033649;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;985932;0;0;0;0;0;0;1;1;0;3555589;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54102;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;66034124;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;986182;0;0;0;0;0;0;1;1;0;3556777;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54102;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;67034722;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;986432;0;0;0;0;0;0;1;1;0;3557964;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54102;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;68035186;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;986682;0;0;0;0;0;0;1;1;0;3559150;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54102;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;69036007;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;986932;0;0;0;0;0;0;1;1;0;3560340;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54102;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;70036239;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;987182;0;0;0;0;0;0;1;1;0;3561529;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54102;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;71036835;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;987432;0;0;0;0;0;0;1;1;0;3562718;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54104;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;72037288;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;987683;0;0;0;0;0;0;1;1;0;3563908;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54104;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;0;0;0;0;4;73037747;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;987933;0;0;0;0;0;0;1;1;0;3565100;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;174;0;15
0;0;0;0;0;0;0;0;54104;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;159;0;0;0;0;4;74038259;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;988183;0;0;0;0;0;0;1;1;0;3566290;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;175;0;15
0;0;0;0;0;0;0;0;54104;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;159;0;0;0;0;4;75038809;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;988433;0;0;0;0;0;0;1;1;0;3567478;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;176;0;15
0;0;0;0;0;0;0;0;54104;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;160;0;0;0;0;4;76039325;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;988683;0;0;0;0;0;0;1;1;0;3568664;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;176;0;15
0;0;0;0;0;0;0;0;54106;0;0;0;0;3;0;0;313731;0;0;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;160;0;0;0;0;4;77040013;3354;0;9;0;0;0;42;0;0;0;0;0;0;0;14583;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;988933;0;0;0;0;0;0;1;1;0;3569842;11187;0;0;0;1;0;0;0;0;0;0;0;8;0;176;0;15
