25_PCI-MSI_65536-edge_igb_uio_CPU1;SPU_Spurious_interrupts_CPU1;LOC_Local_timer_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;MCP_Machine_check_polls_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;TLB_TLB_shootdowns_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;PIN_Posted-interrupt_notification_event_CPU1;MCP_Machine_check_polls_CPU2;1_IO-APIC_1-edge_i8042_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;RTR_APIC_ICR_read_retries_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;12_IO-APIC_12-edge_i8042_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;ERR_CPU0;NPI_Nested_posted-interrupt_event_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;CAL_Function_call_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU2;IWI_IRQ_work_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;CAL_Function_call_interrupts_CPU1;SPU_Spurious_interrupts_CPU2;RES_Rescheduling_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MIS_CPU0;1_IO-APIC_1-edge_i8042_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;12_IO-APIC_12-edge_i8042_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;MCE_Machine_check_exceptions_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;RES_Rescheduling_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;THR_Threshold_APIC_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;TLB_TLB_shootdowns_CPU2;NMI_Non-maskable_interrupts_CPU2;LOC_Local_timer_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;PMI_Performance_monitoring_interrupts_CPU2;MCE_Machine_check_exceptions_CPU2;TLB_TLB_shootdowns_CPU1;NPI_Nested_posted-interrupt_event_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;timestamp_us;8_IO-APIC_8-edge_rtc0_CPU2;RES_Rescheduling_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;TRM_Thermal_event_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;MCP_Machine_check_polls_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;PIN_Posted-interrupt_notification_event_CPU0;IWI_IRQ_work_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;NPI_Nested_posted-interrupt_event_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;TRM_Thermal_event_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU1;TRM_Thermal_event_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;SPU_Spurious_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;MCE_Machine_check_exceptions_CPU1;CAL_Function_call_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;820721;0;2769464;9325;0;0;0;42;0;0;39018676;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;820971;0;2770656;9325;0;0;0;42;0;0;40018899;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;821221;0;2771847;9325;0;0;0;42;0;0;41019270;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;821471;0;2773038;9325;0;0;0;42;0;0;42019882;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;821722;0;2774229;9325;0;0;0;42;0;0;43020330;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;821972;0;2775422;9325;0;0;0;42;0;0;44020936;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;822222;0;2776612;9325;0;0;0;42;0;0;45021294;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53656;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;822472;0;2777805;9325;0;0;0;42;0;0;46021672;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;822722;0;2778997;9325;0;0;0;42;0;0;47022678;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;822972;0;2780191;9325;0;0;0;42;0;0;48023656;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;823223;0;2781381;9325;0;0;0;42;0;0;49024028;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;823473;0;2782573;9325;0;0;0;42;0;0;50024409;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;823723;0;2783764;9325;0;0;0;42;0;0;51024934;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;823973;0;2784956;9325;0;0;0;42;0;0;52025230;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;824223;0;2786150;9325;0;0;0;42;0;0;53025753;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;824473;0;2787342;9325;0;0;0;42;0;0;54026679;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;824723;0;2788536;9325;0;0;0;42;0;0;55027583;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;824974;0;2789728;9325;0;0;0;42;0;0;56027938;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;825224;0;2790920;9325;0;0;0;42;0;0;57028236;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;825474;0;2792108;9325;0;0;0;42;0;0;58028484;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53658;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;825724;0;2793297;9325;0;0;0;42;0;0;59028791;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53659;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;825974;0;2794488;9325;0;0;0;42;0;0;60029465;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53659;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;826224;0;2795679;9325;0;0;0;42;0;0;61029850;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53659;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;826474;0;2796872;9325;0;0;0;42;0;0;62030674;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53659;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;826724;0;2798064;9325;0;0;0;42;0;0;63031634;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53659;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;826975;0;2799256;9325;0;0;0;42;0;0;64032103;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;827225;0;2800448;9325;0;0;0;42;0;0;65032545;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;827475;0;2801639;9325;0;0;0;42;0;0;66033019;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;827725;0;2802830;9325;0;0;0;42;0;0;67033470;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;827975;0;2804020;9325;0;0;0;42;0;0;68033919;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;828225;0;2805213;9325;0;0;0;42;0;0;69034677;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;828475;0;2806405;9325;0;0;0;42;0;0;70034872;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;828725;0;2807596;9325;0;0;0;42;0;0;71035259;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;828975;0;2808788;9325;0;0;0;42;0;0;72035738;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;829226;0;2809979;9325;0;0;0;42;0;0;73036154;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;829476;0;2811169;9325;0;0;0;42;0;0;74036463;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;122;0;0;0;0;0;132;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;829726;0;2812358;9325;0;0;0;42;0;0;75036923;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;123;0;0;0;0;0;134;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;829976;0;2813548;9325;0;0;0;42;0;0;76037245;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;123;0;0;0;0;0;134;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53660;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;830226;0;2814737;9325;0;0;0;42;0;0;77037614;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;124;0;0;0;0;0;134;0;0;0;3;0;0;0;0;0;0;0;0;0;0
0;0;313731;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;0;0;0;8;0;15;14241;0;4;0;53662;0;0;0;0;0;0;0;0;0;0;0;0;3354;2;0;0;0;0;0;830476;0;2815916;9325;0;0;0;42;0;0;78038426;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;124;0;0;0;0;0;134;0;0;0;3;0;0;0;0;0;0;0;0;0;0
