IWI_IRQ_work_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;6_IO-APIC_6-edge_floppy_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;IWI_IRQ_work_interrupts_CPU1;MCP_Machine_check_polls_CPU2;RES_Rescheduling_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;RTR_APIC_ICR_read_retries_CPU2;MCP_Machine_check_polls_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;12_IO-APIC_12-edge_i8042_CPU2;RTR_APIC_ICR_read_retries_CPU1;RES_Rescheduling_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;CAL_Function_call_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;NPI_Nested_posted-interrupt_event_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;MIS_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;12_IO-APIC_12-edge_i8042_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;ERR_CPU0;MCE_Machine_check_exceptions_CPU0;THR_Threshold_APIC_interrupts_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;MCE_Machine_check_exceptions_CPU2;MCE_Machine_check_exceptions_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;IWI_IRQ_work_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;LOC_Local_timer_interrupts_CPU2;TLB_TLB_shootdowns_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;NPI_Nested_posted-interrupt_event_CPU2;NMI_Non-maskable_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU2;PMI_Performance_monitoring_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;SPU_Spurious_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;TLB_TLB_shootdowns_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;SPU_Spurious_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;6_IO-APIC_6-edge_floppy_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;timestamp_us;PIN_Posted-interrupt_notification_event_CPU1;PIN_Posted-interrupt_notification_event_CPU0;12_IO-APIC_12-edge_i8042_CPU0;15_IO-APIC_15-edge_ata_piix_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;PMI_Performance_monitoring_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;CAL_Function_call_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;NMI_Non-maskable_interrupts_CPU1;LOC_Local_timer_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU0;CAL_Function_call_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;RES_Rescheduling_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;1_IO-APIC_1-edge_i8042_CPU2;TRM_Thermal_event_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;6_IO-APIC_6-edge_floppy_CPU1;NPI_Nested_posted-interrupt_event_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;SPU_Spurious_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;MCP_Machine_check_polls_CPU0;RTR_APIC_ICR_read_retries_CPU0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;681727;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;36020974;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2108167;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;681977;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;37021307;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2109359;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;682227;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;38021907;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2110551;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;682477;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;39022273;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2111740;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;682727;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;40022728;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2112931;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;682977;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;41023565;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2114124;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;683227;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;42023713;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2115318;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;683477;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;43024166;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2116511;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;683727;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;44024621;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2117700;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;683978;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;45025077;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2118890;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;684228;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;46025509;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2120078;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;684478;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;47025829;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2121269;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;684728;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;48026278;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2122461;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;684978;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;49026744;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2123649;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;685228;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;50027569;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2124841;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;685478;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;51028547;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2126034;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;685729;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;52028999;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2127225;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;685979;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;53029370;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2128416;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;686229;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;54029755;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2129608;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;686479;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;55030363;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2130800;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;686729;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;56030811;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2131991;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;686979;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;57031566;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2133182;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;687229;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;58031774;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2134372;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;687479;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53260;0;59032089;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2135562;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;687729;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;60032464;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2136754;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;687980;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;61032854;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2137943;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;688230;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;62033222;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2139134;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;688480;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;63033598;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2140325;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;688730;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;64033982;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2141518;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;688980;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;65034280;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2142709;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;689230;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;66034728;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2143897;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;689480;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;67035570;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2145088;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;689730;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;68036547;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2146283;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;689981;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;69036908;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2147472;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;690231;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;70037449;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2148664;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;690481;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;71037907;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2149856;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;690731;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53262;0;72038360;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2151046;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;690981;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53263;0;73038815;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;96;0;2152234;0;0;3;90;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;691231;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53263;0;74039573;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;97;0;2153425;0;0;3;91;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;691481;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53263;0;75039875;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;98;0;2154613;0;0;3;92;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;691731;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53263;0;76040169;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;98;0;2155803;0;0;3;92;0;0;0;0;1;0
0;0;2;0;0;9325;1;4;0;0;0;1;0;0;0;1;0;10844;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;691981;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;53265;0;77040768;0;0;15;0;0;0;0;0;14241;0;0;0;0;313731;9;0;0;3354;0;0;0;0;0;0;0;0;0;0;98;0;2156983;0;0;3;92;0;0;0;0;1;0
