1_IO-APIC_1-edge_i8042_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;LOC_Local_timer_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;NMI_Non-maskable_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;CAL_Function_call_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;MCE_Machine_check_exceptions_CPU2;PMI_Performance_monitoring_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;MCE_Machine_check_exceptions_CPU0;12_IO-APIC_12-edge_i8042_CPU2;CAL_Function_call_interrupts_CPU2;MCP_Machine_check_polls_CPU1;RTR_APIC_ICR_read_retries_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;6_IO-APIC_6-edge_floppy_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;1_IO-APIC_1-edge_i8042_CPU0;NPI_Nested_posted-interrupt_event_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;ERR_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;RTR_APIC_ICR_read_retries_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;CAL_Function_call_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU2;PIN_Posted-interrupt_notification_event_CPU1;TRM_Thermal_event_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU2;NPI_Nested_posted-interrupt_event_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;TLB_TLB_shootdowns_CPU2;RES_Rescheduling_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;MCP_Machine_check_polls_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;TRM_Thermal_event_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU0;IWI_IRQ_work_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;6_IO-APIC_6-edge_floppy_CPU2;MCP_Machine_check_polls_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;NMI_Non-maskable_interrupts_CPU0;PMI_Performance_monitoring_interrupts_CPU2;SPU_Spurious_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;PMI_Performance_monitoring_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;12_IO-APIC_12-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;LOC_Local_timer_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;MIS_CPU0;TLB_TLB_shootdowns_CPU1;SPU_Spurious_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;LOC_Local_timer_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;IWI_IRQ_work_interrupts_CPU2;timestamp_us;DFR_Deferred_Error_APIC_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;NPI_Nested_posted-interrupt_event_CPU1
0;0;793082;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53595;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2637960;0;0;8;22011573;0;0;0;0
0;0;793332;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53597;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2639137;0;0;8;23012035;0;0;0;0
0;0;793582;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53597;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2640323;0;0;8;24012641;0;0;0;0
0;0;793832;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53600;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2641515;0;0;8;25013405;0;0;0;0
0;0;794082;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53600;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2642706;0;0;8;26013459;0;0;0;0
0;0;794332;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53600;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2643898;0;0;8;27013829;0;0;0;0
0;0;794582;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53600;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2645086;0;0;8;28014309;0;0;0;0
0;0;794833;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53600;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2646279;0;0;8;29014838;0;0;0;0
0;0;795083;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53600;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2647469;0;0;8;30015141;0;0;0;0
0;0;795333;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53600;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2648659;0;0;8;31015660;0;0;0;0
0;0;795583;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53602;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2649838;0;0;8;32016408;0;0;0;0
0;0;795833;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2651020;0;0;8;33017405;0;0;0;0
0;0;796083;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2652212;0;0;8;34018316;0;0;0;0
0;0;796333;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2653402;0;0;8;35018606;0;0;0;0
0;0;796584;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2654592;0;0;8;36018982;0;0;0;0
0;0;796834;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2655784;0;0;8;37019357;0;0;0;0
0;0;797084;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2656976;0;0;8;38019665;0;0;0;0
0;0;797334;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2658167;0;0;8;39020035;0;0;0;0
0;0;797584;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2659359;0;0;8;40020577;0;0;0;0
0;0;797834;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2660554;0;0;8;41021395;0;0;0;0
0;0;798084;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2661747;0;0;8;42021543;0;0;0;0
0;0;798334;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2662937;0;0;8;43021907;0;0;0;0
0;0;798584;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2664131;0;0;8;44022382;0;0;0;0
0;0;798835;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2665322;0;0;8;45022676;0;0;0;0
0;0;799085;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2666513;0;0;8;46022980;0;0;0;0
0;0;799335;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2667704;0;0;8;47023433;0;0;0;0
0;0;799585;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2668893;0;0;8;48023737;0;0;0;0
0;0;799835;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2670084;0;0;8;49024086;0;0;0;0
0;0;800085;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2671276;0;0;8;50024394;0;0;0;0
0;0;800335;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2672470;0;0;8;51025396;0;0;0;0
0;0;800585;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2673663;0;0;8;52026308;0;0;0;0
0;0;800836;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2674855;0;0;8;53026755;0;0;0;0
0;0;801086;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2676047;0;0;8;54027128;0;0;0;0
0;0;801336;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2677235;0;0;8;55027883;0;0;0;0
0;0;801586;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2678427;0;0;8;56028264;0;0;0;0
0;0;801836;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2679616;0;0;8;57028629;0;0;0;0
0;0;802086;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2680807;0;0;8;58029399;0;0;0;0
0;0;802336;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2681998;0;0;8;59030410;0;0;0;0
0;0;802587;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2683187;0;0;8;60030896;0;0;0;0
0;0;802837;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2684380;0;0;8;61031436;0;0;0;0
0;0;803087;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2685568;0;0;8;62031873;0;0;0;0
0;0;803337;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2686756;0;0;8;63032468;0;0;0;0
0;0;803587;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2687948;0;0;8;64033399;0;0;0;0
0;0;803837;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2689141;0;0;8;65034304;0;0;0;0
0;0;804088;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2690333;0;0;8;66034755;0;0;0;0
0;0;804338;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2691522;0;0;8;67035210;0;0;0;0
0;0;804588;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2692712;0;0;8;68035563;0;0;0;0
0;0;804838;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2693903;0;0;8;69035964;0;0;0;0
0;0;805088;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2695092;0;0;8;70036572;0;0;0;0
0;0;805338;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10844;1;0;0;2;0;9;0;0;0;0;0;1;0;3;0;0;0;14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;116;1;0;0;0;0;0;0;126;0;1;53605;0;0;0;0;0;0;0;0;0;0;0;4;9325;0;0;0;0;0;0;0;3354;0;0;313731;0;0;42;0;0;0;2696284;0;0;8;71037397;0;0;0;0
