ERR_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;IWI_IRQ_work_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;LOC_Local_timer_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;MCE_Machine_check_exceptions_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;MCE_Machine_check_exceptions_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;PMI_Performance_monitoring_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;12_IO-APIC_12-edge_i8042_CPU1;PIN_Posted-interrupt_notification_event_CPU2;NMI_Non-maskable_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;RES_Rescheduling_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;PMI_Performance_monitoring_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;PMI_Performance_monitoring_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;NMI_Non-maskable_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU1;MIS_CPU0;RTR_APIC_ICR_read_retries_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;SPU_Spurious_interrupts_CPU2;SPU_Spurious_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;12_IO-APIC_12-edge_i8042_CPU0;CAL_Function_call_interrupts_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;15_IO-APIC_15-edge_ata_piix_CPU0;NPI_Nested_posted-interrupt_event_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU0;MCP_Machine_check_polls_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU2;6_IO-APIC_6-edge_floppy_CPU2;IWI_IRQ_work_interrupts_CPU2;RES_Rescheduling_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU2;6_IO-APIC_6-edge_floppy_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;timestamp_us;8_IO-APIC_8-edge_rtc0_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;MCP_Machine_check_polls_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;SPU_Spurious_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;THR_Threshold_APIC_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU2;TRM_Thermal_event_interrupts_CPU0;MCP_Machine_check_polls_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;1_IO-APIC_1-edge_i8042_CPU1;1_IO-APIC_1-edge_i8042_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;RTR_APIC_ICR_read_retries_CPU1;THR_Threshold_APIC_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;MCE_Machine_check_exceptions_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU0;1_IO-APIC_1-edge_i8042_CPU2;TLB_TLB_shootdowns_CPU0;CAL_Function_call_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;NPI_Nested_posted-interrupt_event_CPU1;6_IO-APIC_6-edge_floppy_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;CAL_Function_call_interrupts_CPU2;TLB_TLB_shootdowns_CPU2;PIN_Posted-interrupt_notification_event_CPU0
0;0;9325;0;0;0;0;0;336301;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;0;0;4;0;52214;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;309349;22010330;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14199;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;337482;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;0;0;4;0;52216;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;309599;23011229;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14199;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;338667;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;0;0;4;0;52216;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;309850;24011986;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14199;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;339856;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;0;0;4;0;52219;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;310100;25012522;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14199;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;341046;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;0;0;4;0;52219;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;310350;26012812;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14199;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;342239;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;0;0;4;0;52219;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;310600;27013323;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14199;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;343431;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52219;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;310850;28014339;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;344625;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52219;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;311100;29015308;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;345818;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52219;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;311351;30015596;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;347011;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52219;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;311601;31015915;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;348191;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52221;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;311851;32016730;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;349371;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52224;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;312101;33017511;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;350563;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52224;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;312351;34018330;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;351756;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52224;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;312601;35019308;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;352948;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;312852;36019814;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;354140;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;1;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;313102;37020366;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14200;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;355330;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;313352;38020526;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;356521;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;313602;39020877;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;357713;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;313852;40021267;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;358906;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;314102;41021729;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;360098;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;314352;42022332;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;361288;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;314602;43022390;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;362478;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;314852;44022631;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;363670;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52226;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;315102;45023084;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;364863;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;315352;46023511;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;366056;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;315603;47023907;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;367247;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;315853;48024210;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;368439;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;316103;49024590;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;369630;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;316353;50024901;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;370820;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;316603;51025335;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;372014;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;316853;52026329;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;373207;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;317103;53027155;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;374396;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;317354;54027619;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;375587;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;317604;55028055;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;376780;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;317854;56028366;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;377971;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;318104;57028804;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;379162;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;318354;58029123;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;380357;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52227;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;318604;59029714;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;381551;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;318854;60030333;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;382741;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;319104;61030455;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;383931;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;319354;62030781;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;385122;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;319604;63031216;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;386314;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;319854;64031457;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;387506;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;320105;65031828;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;388698;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;320355;66032139;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;389892;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;320605;67032590;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;391082;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;320855;68032897;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;392273;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;321105;69033199;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;393466;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;321355;70033884;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
0;0;9325;0;0;0;0;0;394658;313729;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;0;6;0;4;0;52266;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;6;1;0;0;0;0;0;4;0;0;0;0;2;0;0;4;321605;71034407;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14205;0;0;0;0;0;0;10843;0;0
