1_IO-APIC_1-edge_i8042_CPU1;12_IO-APIC_12-edge_i8042_CPU0;MCP_Machine_check_polls_CPU0;ERR_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;HYP_Hypervisor_callback_interrupts_CPU2;MCP_Machine_check_polls_CPU2;PMI_Performance_monitoring_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;SPU_Spurious_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU0;PIN_Posted-interrupt_notification_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;6_IO-APIC_6-edge_floppy_CPU2;MCE_Machine_check_exceptions_CPU0;NPI_Nested_posted-interrupt_event_CPU2;NMI_Non-maskable_interrupts_CPU1;MCP_Machine_check_polls_CPU1;PIW_Posted-interrupt_wakeup_event_CPU0;LOC_Local_timer_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;PIN_Posted-interrupt_notification_event_CPU2;12_IO-APIC_12-edge_i8042_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;6_IO-APIC_6-edge_floppy_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;IWI_IRQ_work_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU0;1_IO-APIC_1-edge_i8042_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;timestamp_us;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;NPI_Nested_posted-interrupt_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;SPU_Spurious_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU1;IWI_IRQ_work_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;RES_Rescheduling_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU2;TLB_TLB_shootdowns_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;CAL_Function_call_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;LOC_Local_timer_interrupts_CPU1;SPU_Spurious_interrupts_CPU1;CAL_Function_call_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU1;TLB_TLB_shootdowns_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU1;NMI_Non-maskable_interrupts_CPU2;14_IO-APIC_14-edge_ata_piix_CPU0;PMI_Performance_monitoring_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;MCE_Machine_check_exceptions_CPU1;IWI_IRQ_work_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;RTR_APIC_ICR_read_retries_CPU2;RTR_APIC_ICR_read_retries_CPU0;RTR_APIC_ICR_read_retries_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;12_IO-APIC_12-edge_i8042_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;THR_Threshold_APIC_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;TRM_Thermal_event_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;CAL_Function_call_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;TLB_TLB_shootdowns_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;MIS_CPU0;TRM_Thermal_event_interrupts_CPU0;RES_Rescheduling_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;THR_Threshold_APIC_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;MCE_Machine_check_exceptions_CPU2
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2526723;0;0;0;0;2;0;120;0;9325;0;0;0;0;22010976;53538;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;769703;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2527905;0;0;0;0;2;0;120;0;9325;0;0;0;0;23011193;53540;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;769953;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2529091;0;0;0;0;2;0;120;0;9325;0;0;0;0;24011338;53540;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;770203;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2530279;0;0;0;0;2;0;120;0;9325;0;0;0;0;25011812;53543;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;770453;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2531472;0;0;0;0;2;0;120;0;9325;0;0;0;0;26012098;53543;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;770703;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2532663;0;0;0;0;2;0;120;0;9325;0;0;0;0;27012338;53543;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;770953;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2533857;0;0;0;0;2;0;120;0;9325;0;0;0;0;28013168;53543;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;771203;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2535047;0;0;0;0;2;0;120;0;9325;0;0;0;0;29014132;53543;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;771453;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2536238;0;0;0;0;2;0;120;0;9325;0;0;0;0;30014508;53543;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;771704;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2537430;0;0;0;0;2;0;120;0;9325;0;0;0;0;31014907;53543;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;771954;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2538612;0;0;0;0;2;0;120;0;9325;0;0;0;0;32015924;53545;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;772204;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2539790;0;0;0;0;2;0;120;0;9325;0;0;0;0;33016024;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;772454;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2540981;0;0;0;0;2;0;120;0;9325;0;0;0;0;34016403;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;772704;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2542175;0;0;0;0;2;0;120;0;9325;0;0;0;0;35017164;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;772954;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2543370;0;0;0;0;2;0;120;0;9325;0;0;0;0;36018174;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;773204;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2544560;0;0;0;0;2;0;120;0;9325;0;0;0;0;37018513;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;773455;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2545751;0;0;0;0;2;0;120;0;9325;0;0;0;0;38018822;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;773705;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2546941;0;0;0;0;2;0;120;0;9325;0;0;0;0;39019185;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;773955;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2548132;0;0;0;0;2;0;120;0;9325;0;0;0;0;40019483;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;774205;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2549321;0;0;0;0;2;0;120;0;9325;0;0;0;0;41019800;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;774455;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2550513;0;0;0;0;2;0;120;0;9325;0;0;0;0;42020242;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;774705;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2551702;0;0;0;0;2;0;120;0;9325;0;0;0;0;43021167;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;774955;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2552893;0;0;0;0;2;0;120;0;9325;0;0;0;0;44022177;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;775205;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2554082;0;0;0;0;2;0;120;0;9325;0;0;0;0;45022597;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;775456;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2555272;0;0;0;0;2;0;120;0;9325;0;0;0;0;46023201;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;775706;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2556462;0;0;0;0;2;0;120;0;9325;0;0;0;0;47023649;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;775956;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2557655;0;0;0;0;2;0;120;0;9325;0;0;0;0;48024256;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;776206;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2558847;0;0;0;0;2;0;120;0;9325;0;0;0;0;49025170;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;776456;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2560038;0;0;0;0;2;0;120;0;9325;0;0;0;0;50026131;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;776706;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2561229;0;0;0;0;2;0;120;0;9325;0;0;0;0;51026523;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;776957;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2562420;0;0;0;0;2;0;120;0;9325;0;0;0;0;52027104;53548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;777207;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2563611;0;0;0;0;2;0;120;0;9325;0;0;0;0;53027566;53549;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;777457;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2564801;0;0;0;0;2;0;120;0;9325;0;0;0;0;54027950;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;777707;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2565991;0;0;0;0;2;0;120;0;9325;0;0;0;0;55028255;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;777957;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2567185;0;0;0;0;2;0;120;0;9325;0;0;0;0;56029163;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;778207;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2568377;0;0;0;0;2;0;120;0;9325;0;0;0;0;57029242;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;778457;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2569567;0;0;0;0;2;0;120;0;9325;0;0;0;0;58029700;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;778707;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2570755;0;0;0;0;2;0;120;0;9325;0;0;0;0;59030146;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;778957;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2571944;0;0;0;0;2;0;120;0;9325;0;0;0;0;60030596;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;779208;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2573133;0;0;0;0;2;0;120;0;9325;0;0;0;0;61031192;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;779458;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2574326;0;0;0;0;2;0;120;0;9325;0;0;0;0;62031576;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;779708;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2575518;0;0;0;0;2;0;120;0;9325;0;0;0;0;63031961;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;779958;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2576708;0;0;0;0;2;0;120;0;9325;0;0;0;0;64032338;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;780208;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2577902;0;0;0;0;2;0;120;0;9325;0;0;0;0;65033165;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;780458;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2579095;0;0;0;0;2;0;120;0;9325;0;0;0;0;66034175;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;780708;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2580285;0;0;0;0;2;0;120;0;9325;0;0;0;0;67034515;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;780959;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2581477;0;0;0;0;2;0;120;0;9325;0;0;0;0;68034974;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;781209;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2582665;0;0;0;0;2;0;120;0;9325;0;0;0;0;69035495;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;781459;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2583858;0;0;0;0;2;0;120;0;9325;0;0;0;0;70035882;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;781709;0;0;4;0;0;0;110;0
0;15;1;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;2585050;0;0;0;0;2;0;120;0;9325;0;0;0;0;71036338;53551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14241;3;313731;0;0;0;42;0;0;0;0;0;0;0;3354;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10844;0;0;0;0;0;781959;0;0;4;0;0;0;110;0
