25_PCI-MSI_65536-edge_igb_uio_CPU2;PMI_Performance_monitoring_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;ERR_CPU0;IWI_IRQ_work_interrupts_CPU1;SPU_Spurious_interrupts_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;TLB_TLB_shootdowns_CPU1;RES_Rescheduling_interrupts_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;CAL_Function_call_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;MIS_CPU0;THR_Threshold_APIC_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;timestamp_us;HVS_Hyper-V_stimer0_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;MCP_Machine_check_polls_CPU0;PMI_Performance_monitoring_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;RTR_APIC_ICR_read_retries_CPU2;6_IO-APIC_6-edge_floppy_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;MCE_Machine_check_exceptions_CPU1;NPI_Nested_posted-interrupt_event_CPU0;NPI_Nested_posted-interrupt_event_CPU1;TRM_Thermal_event_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;TLB_TLB_shootdowns_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;LOC_Local_timer_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;6_IO-APIC_6-edge_floppy_CPU1;PIN_Posted-interrupt_notification_event_CPU1;RTR_APIC_ICR_read_retries_CPU1;CAL_Function_call_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;NMI_Non-maskable_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;HYP_Hypervisor_callback_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;TLB_TLB_shootdowns_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU0;6_IO-APIC_6-edge_floppy_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;1_IO-APIC_1-edge_i8042_CPU2;NPI_Nested_posted-interrupt_event_CPU2;TRM_Thermal_event_interrupts_CPU1;RES_Rescheduling_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;1_IO-APIC_1-edge_i8042_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;NMI_Non-maskable_interrupts_CPU1;SPU_Spurious_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;14_IO-APIC_14-edge_ata_piix_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;PIW_Posted-interrupt_wakeup_event_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;MCP_Machine_check_polls_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;RES_Rescheduling_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;14_IO-APIC_14-edge_ata_piix_CPU2;LOC_Local_timer_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;HYP_Hypervisor_callback_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU2;PIN_Posted-interrupt_notification_event_CPU2;NMI_Non-maskable_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;THR_Threshold_APIC_interrupts_CPU0;12_IO-APIC_12-edge_i8042_CPU0;SPU_Spurious_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU0;15_IO-APIC_15-edge_ata_piix_CPU2;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;MCP_Machine_check_polls_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;MCE_Machine_check_exceptions_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;39019832;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;637695;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1898751;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;40020202;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;637946;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1899939;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;41020710;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;638196;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1901129;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;42021195;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;638446;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1902318;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;43021641;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;638696;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1903506;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;44022250;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;638946;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1904696;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;45022853;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;639196;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1905886;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;46023305;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;639446;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1907074;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;47023882;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;639696;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1908264;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;48024210;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;639947;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1909456;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;49024585;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;640197;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1910643;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;50024966;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;640447;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1911836;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;51025477;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;640697;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1913022;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;52026024;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;640947;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1914209;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;53026850;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;641197;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1915399;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;54027864;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;641447;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1916590;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;55028331;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;641698;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1917780;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;56028721;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;641948;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1918968;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;57029170;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;642198;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1920158;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;58029489;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;642448;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53163;0;3;1;0;0;0;1;0;0;0;1921347;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;59030099;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;642698;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1922533;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;60030854;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;642948;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1923719;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;61030998;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;643198;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1924909;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;62031602;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;643448;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1926098;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;63031973;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;643698;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1927288;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;64032361;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;643949;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1928480;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;65032881;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;644199;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1929671;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;66033268;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;644449;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1930861;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;67033849;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;644699;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1932051;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;68034851;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;644949;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1933244;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;69035678;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;645199;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1934434;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;70036137;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;645450;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1935623;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;71036637;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;645700;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1936811;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;72037044;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;645950;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1937999;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;73037646;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;646200;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;80;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1939185;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;74038257;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;646450;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;81;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1940370;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;75038859;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;646700;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;82;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1941559;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;76039374;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;646950;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;82;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;53165;0;3;1;0;0;0;1;0;0;0;1942747;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
0;0;0;0;9325;0;0;0;0;42;4;0;0;14241;0;0;0;0;0;0;77040393;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;647201;0;0;0;0;0;0;10844;0;0;0;0;7;0;0;0;82;2;0;0;0;0;0;3354;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;53167;0;3;1;0;0;0;1;0;0;0;1943926;313731;0;0;0;0;0;0;15;0;9;0;0;0;1;0;0;0
