32_PCI-MSI_32768-edge_virtio0-config_CPU0;6_IO-APIC_6-edge_floppy_CPU2;RTR_APIC_ICR_read_retries_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;TLB_TLB_shootdowns_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;PIN_Posted-interrupt_notification_event_CPU1;THR_Threshold_APIC_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;MCP_Machine_check_polls_CPU1;PIN_Posted-interrupt_notification_event_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;NMI_Non-maskable_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;TRM_Thermal_event_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;NPI_Nested_posted-interrupt_event_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;CAL_Function_call_interrupts_CPU2;ERR_CPU0;TRM_Thermal_event_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;6_IO-APIC_6-edge_floppy_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU1;PIW_Posted-interrupt_wakeup_event_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;NMI_Non-maskable_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;1_IO-APIC_1-edge_i8042_CPU2;TRM_Thermal_event_interrupts_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;LOC_Local_timer_interrupts_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;NPI_Nested_posted-interrupt_event_CPU1;THR_Threshold_APIC_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;1_IO-APIC_1-edge_i8042_CPU0;PIN_Posted-interrupt_notification_event_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;MCP_Machine_check_polls_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU0;SPU_Spurious_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;6_IO-APIC_6-edge_floppy_CPU0;RES_Rescheduling_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;1_IO-APIC_1-edge_i8042_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;12_IO-APIC_12-edge_i8042_CPU2;MCE_Machine_check_exceptions_CPU2;TLB_TLB_shootdowns_CPU1;IWI_IRQ_work_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;RES_Rescheduling_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;CAL_Function_call_interrupts_CPU0;MIS_CPU0;timestamp_us;NMI_Non-maskable_interrupts_CPU2;MCE_Machine_check_exceptions_CPU0;SPU_Spurious_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;RTR_APIC_ICR_read_retries_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;NPI_Nested_posted-interrupt_event_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;MCP_Machine_check_polls_CPU2;MCE_Machine_check_exceptions_CPU1;IWI_IRQ_work_interrupts_CPU1;12_IO-APIC_12-edge_i8042_CPU0;14_IO-APIC_14-edge_ata_piix_CPU2;PMI_Performance_monitoring_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU2;TLB_TLB_shootdowns_CPU2;PMI_Performance_monitoring_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU0;LOC_Local_timer_interrupts_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;CAL_Function_call_interrupts_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1794356;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;615755;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;39022025;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1795548;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;616005;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;40022556;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1796738;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;616255;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;41022919;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1797931;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;616505;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;42023688;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1799121;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;616755;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;43024668;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1800313;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;617006;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;44025118;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1801507;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;617256;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;45025619;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1802698;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;617506;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;46026178;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1803889;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;617756;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;47026624;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1805082;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;618006;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;48027147;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1806274;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;618256;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;49027690;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1807466;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;618506;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;50027836;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1808659;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;618756;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53070;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;51028194;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1809847;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;619006;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;52028658;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1811039;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;619257;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;53029200;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1812228;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;619507;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;54029652;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1813417;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;619757;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;55030230;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1814606;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;620007;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;56030555;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1815795;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;620257;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;57030920;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1816985;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;620507;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;58031692;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1818174;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;620757;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;59031907;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1819367;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;621007;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;60032285;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1820559;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;621257;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53109;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;61032896;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1821749;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;621508;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;62033274;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1822942;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;621758;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;63033878;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1824133;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;622008;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;64034390;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1825325;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;622258;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;65034848;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1826517;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;622508;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;66035689;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1827705;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;622758;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;67035838;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1828894;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;623008;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;68036441;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1830083;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;623258;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;69036892;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1831271;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;623509;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;70037500;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1832462;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;623759;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;71038101;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1833652;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;624009;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;72038553;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1834843;0;0;10844;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;3;624259;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;73039162;0;0;0;0;0;78;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1836034;0;0;10844;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;3;624509;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;74039772;0;0;0;0;0;79;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1837222;0;0;10844;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;3;624759;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;75040292;0;0;0;0;0;80;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1838413;0;0;10844;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;3;625009;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53110;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;76040674;0;0;0;0;0;80;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1839588;0;0;10844;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;3;625260;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;53112;2;1;0;0;0;0;0;0;0;0;42;7;0;0;3354;4;0;0;0;0;0;0;77041033;0;0;0;0;0;80;0;0;1;0;9325;15;0;0;0;0;0;0;0;313731;0;14241;0
